sales_sk,transaction_id,customer_sk,product_sk,promotion_sk,date_sk,transaction_date,quantity,unit_price,discount_applied
408,482994,2350,796,191,20201221,2020-12-21,1,600.66,0.01
433,5011172,3017,,717,20230215,2023-02-15,1,374.47,0.18
436,5024054,2656,,312,20220113,2022-01-13,6,412.35,0.01
444,5072780,2757,,172,20220412,2022-04-12,4,279.98,0.43
497,5523529,3120,,701,20220720,2022-07-20,2,595.12,0.12
528,5697070,2639,,221,20231202,2023-12-02,10,29.92,0.4
545,5827632,2601,,502,20220903,2022-09-03,9,682.5,0.48
559,5954931,2382,,834,20221006,2022-10-06,1,679.72,0.04
573,606870,2192,182,613,20210213,2021-02-13,4,116.2,0.12
581,614654,2428,803,153,20200723,2020-07-23,4,339.23,0.49
582,6158871,3027,,649,20230617,2023-06-17,4,753.91,0.41
594,624617,2193,252,487,20210309,2021-03-09,4,629.45,0.44
649,67538,2182,251,621,20200708,2020-07-08,2,573.35,0.39
651,6777185,2186,,387,20230206,2023-02-06,9,443.03,0.06
669,696410,2266,260,845,20201111,2020-11-11,2,609.48,0.06
714,7317928,2285,,293,20220916,2022-09-16,7,250.64,0.1
726,7453241,2316,,525,,,8,0,0.14
733,750959,2501,203,487,20200321,2020-03-21,7,544.74,0.17
763,7742402,2216,,698,20230723,2023-07-23,5,587.28,0.49
778,793727,2553,125,133,20200322,2020-03-22,6,377.62,0.27
793,8118354,2544,,58,20221218,2022-12-18,6,461.18,0.29
808,8255011,2970,141,43,20220401,2022-04-01,10,643.38,0
824,834742,2189,917,618,20200424,2020-04-24,3,800.59,0.38
826,839478,2430,861,616,20200127,2020-01-27,8,929.04,0.06
830,841820,2166,508,236,20210217,2021-02-17,1,663.36,0.45
837,84753,2547,872,281,20210919,2021-09-19,9,177.91,0.05
840,8482390,3096,,185,20220211,2022-02-11,2,538.77,0.4
849,85206,2429,449,46,20210616,2021-06-16,7,631.93,0
856,855532,2203,131,173,20200213,2020-02-13,6,386.6,0.5
871,879510,2236,787,816,20210221,2021-02-21,9,554.48,0.18
878,887953,2209,842,110,20210617,2021-06-17,3,815.2,0
900,904715,2244,722,538,20210807,2021-08-07,6,96.98,0.34
905,9069989,2529,,677,20230911,2023-09-11,2,903.04,0.3
916,9192210,2197,80,330,20230730,2023-07-30,10,254.69,0.46
932,931646,2343,521,423,20210806,2021-08-06,1,654.35,0.34
940,93849,2426,507,255,20210605,2021-06-05,3,326.45,0.35
957,9544731,2485,,633,20220418,2022-04-18,2,167.07,0.35
969,9729490,2620,,440,20220427,2022-04-27,1,70.4,0.14
971,9737885,2633,,852,20231008,2023-10-08,3,633.53,0.26
975,976431,2380,1002,750,20200710,2020-07-10,9,505.96,0.13
1012,9980446,2648,,118,20220625,2022-06-25,8,386.31,0
1048,9980482,2126,,379,20230305,2023-03-05,3,838.66,0.26
1111,9980545,3004,,114,20230223,2023-02-23,4,256.78,0.4
1112,9980546,3129,450,38,20230224,2023-02-24,5,865.06,0.11
1114,9980548,2691,,750,20221022,2022-10-22,10,696.91,0.14
1115,9980549,2404,,421,20230712,2023-07-12,8,688.15,0.02
1166,9980600,3028,,239,20230318,2023-03-18,5,384.92,0.19
1174,9980608,2610,,190,20230221,2023-02-21,1,60.08,0.49
1189,9980623,2104,922,488,20220206,2022-02-06,8,894,0
1192,9980626,2557,,578,20230120,2023-01-20,7,645.69,0.49
1211,9980645,2529,,49,,,3,462.96,0.4
1255,9980689,2865,664,748,20230228,2023-02-28,1,115.37,0.05
1258,9980692,2892,,35,20220124,2022-01-24,3,932.64,0.34
1317,9980751,2927,,321,20220704,2022-07-04,6,554.97,0.27
1330,9980764,2314,,237,20220515,2022-05-15,5,691.56,0.06
1337,9980771,2429,,313,20220923,2022-09-23,6,809.77,0.16
1347,9980781,2411,,507,20220104,2022-01-04,2,0,0.4
1380,9980814,3147,,517,20230103,2023-01-03,5,719.68,0.44
1392,9980826,3036,,228,20220616,2022-06-16,4,32.65,0.11
1429,9980863,2751,,476,20220113,2022-01-13,3,408.71,0.07
1431,9980865,2830,,779,20230928,2023-09-28,8,144.17,0.18
1438,9980872,2504,367,298,20220620,2022-06-20,7,591.8,0.41
1456,9980890,2389,,499,20220513,2022-05-13,2,200.76,0.32
1474,9980908,2586,,413,20220530,2022-05-30,1,543.09,0.4
1492,9980926,2245,,733,20220712,2022-07-12,4,181.35,0.41
1508,9980942,3037,,783,20230811,2023-08-11,2,684.96,0.14
1521,9980955,2872,,659,20220918,2022-09-18,2,463.07,0.04
1524,9980958,3076,,583,20220622,2022-06-22,2,605.25,0.08
1545,9980979,2573,,192,20220218,2022-02-18,5,221.76,0.03
1550,9980984,2461,,5,20220715,2022-07-15,3,0,0.49
1555,9980989,2577,,611,20230322,2023-03-22,9,945.93,0.05
1603,9981037,2565,,546,20230518,2023-05-18,8,639.15,0.42
1617,9981051,2971,,724,20230417,2023-04-17,7,780.81,0.24
1693,9981127,2810,,127,20231209,2023-12-09,7,618.84,0.21
1729,9981163,3149,,69,20230605,2023-06-05,2,343.17,0.16
1739,9981173,2362,,369,20230822,2023-08-22,9,5.44,0.03
1753,9981187,3073,,172,20231011,2023-10-11,7,185.73,0.06
1754,9981188,2938,,859,20220502,2022-05-02,10,730.83,0
1757,9981191,2698,661,33,20230708,2023-07-08,5,790.56,0.34
1764,9981198,2362,,407,20231128,2023-11-28,8,549.77,0.36
1780,9981214,2310,,545,20220817,2022-08-17,9,303.98,0.02
1781,9981215,2168,,119,20221213,2022-12-13,10,42.91,0.29
1800,9981234,2329,,465,20220126,2022-01-26,2,546.42,0.11
1801,9981235,2979,,506,20231014,2023-10-14,6,32.3,0.25
1806,9981240,2367,,219,20231203,2023-12-03,4,973.14,0.28
1817,9981251,2856,,281,20230103,2023-01-03,2,549.92,0.01
1827,9981261,2983,,557,20220718,2022-07-18,3,166.84,0.38
1829,9981263,2834,,840,,,1,732.82,0.23
1839,9981273,2689,,596,20221023,2022-10-23,2,485.85,0.4
1843,9981277,2614,,618,20230107,2023-01-07,6,807.09,0.19
1884,9981318,2306,,704,20230806,2023-08-06,10,260.73,0.07
1895,9981329,2695,,116,20230213,2023-02-13,8,12.23,0.47
1898,9981332,2556,,538,20230108,2023-01-08,2,145.43,0.14
1902,9981336,3093,,853,20221008,2022-10-08,1,149.85,0
1905,9981339,2891,,810,20220604,2022-06-04,3,0,0.41
1912,9981346,2889,,819,20220720,2022-07-20,10,75.6,0.3
1919,9981353,2245,711,735,20230922,2023-09-22,3,884.29,0.02
1938,9981372,2709,991,353,20220404,2022-04-04,3,698.95,0
1939,9981373,2376,,608,20220608,2022-06-08,4,881.49,0.3
1943,9981377,2934,,53,20230709,2023-07-09,3,949.68,0.23
1946,9981380,2443,,126,20220822,2022-08-22,2,362.12,0.26
1961,9981395,2678,,639,20230902,2023-09-02,3,672.53,0.3
1994,9981428,2185,,342,20220723,2022-07-23,1,992.81,0.2
2,100172,3053,129,318,20210303,2021-03-03,1,80.12,0.12
4,101760,2545,532,604,20200811,2020-08-11,1,535.79,0.21
5,104093,2265,120,152,20210811,2021-08-11,9,417.57,0.14
6,1048106,2603,,643,20231210,2023-12-10,3,986.79,0.17
9,1057977,2889,,539,20221130,2022-11-30,9,701.52,0.23
22,1201336,2388,,554,20220828,2022-08-28,4,133.22,0.19
39,135581,2425,75,200,20200310,2020-03-10,8,540.84,0.34
44,140525,2498,504,30,20210130,2021-01-30,6,172.07,0.4
47,143722,2349,16,486,20200712,2020-07-12,2,861.79,0.42
57,148376,2975,439,860,20200321,2020-03-21,1,416.13,0.33
64,164076,2447,930,845,20200711,2020-07-11,1,284.62,0.13
67,165644,2372,384,242,20210709,2021-07-09,3,183.66,0.15
85,183557,2363,335,94,20201228,2020-12-28,4,853.26,0.28
91,1910642,3047,,737,20220831,2022-08-31,5,334.62,0.47
94,191823,2298,712,344,20211108,2021-11-08,9,512.97,0.02
136,2359319,2472,,807,20220228,2022-02-28,4,634.98,0
176,268814,2212,579,86,20200514,2020-05-14,5,433.34,0.16
204,2934116,2258,,363,20220627,2022-06-27,1,40.82,0.21
209,3002139,2969,,178,20220628,2022-06-28,5,868.17,0.34
219,306139,2314,194,57,20210401,2021-04-01,3,827.04,0.23
231,3139017,2911,,436,20230325,2023-03-25,3,343.79,0.26
277,36127,2440,526,411,20201014,2020-10-14,4,545.28,0.26
284,370556,2383,856,284,20200524,2020-05-24,2,194.07,0.09
285,3713592,2773,,761,20230122,2023-01-22,2,689.49,0.29
322,404135,2831,370,443,20210719,2021-07-19,5,418.45,0.35
344,419952,2384,669,560,20210717,2021-07-17,4,664.87,0.11
363,4365638,2236,,24,20230530,2023-05-30,1,166.64,0.01
366,4449372,3073,,703,20230417,2023-04-17,9,566.96,0.4
368,446125,2285,998,812,20200611,2020-06-11,2,36.47,0.29
370,4487451,2691,,592,20220323,2022-03-23,6,732.69,0.05
417,493688,2375,647,751,20200217,2020-02-17,8,270.3,0.35
453,514232,2284,665,19,20210515,2021-05-15,1,863.39,0.01
472,5282471,3002,,747,20220131,2022-01-31,6,262.26,0.02
484,5401991,2458,647,789,20221229,2022-12-29,8,388.82,0.09
486,541460,2240,68,650,20210330,2021-03-30,4,201,0.2
487,542446,2292,921,375,20200619,2020-06-19,6,65.09,0.16
515,5619599,3018,,630,20220618,2022-06-18,2,781.78,0.18
536,572637,2184,786,306,20210530,2021-05-30,5,915.09,0
551,5889727,2838,,149,20230225,2023-02-25,1,860.75,0.11
558,594913,2424,927,292,20201005,2020-10-05,8,513.29,0.01
570,6042073,2609,,809,20221225,2022-12-25,7,357.34,0.2
575,607207,2494,25,111,20211001,2021-10-01,4,490.03,0.03
595,625584,2562,278,852,20200429,2020-04-29,7,471.29,0.11
613,639688,2401,800,758,20210115,2021-01-15,3,784.35,0.02
620,647246,2290,11,420,20210413,2021-04-13,9,105.16,0.35
632,6566732,3147,,46,20220901,2022-09-01,10,666.86,0.18
644,668799,2317,586,278,20200116,2020-01-16,1,102.55,0.32
694,7171916,2636,,750,20230328,2023-03-28,4,974.09,0.39
702,722771,2302,725,739,20210708,2021-07-08,4,271.03,0.16
719,7336205,2770,,799,20230223,2023-02-23,5,38.62,0.29
732,7500115,2554,,562,20220708,2022-07-08,5,971.84,0.14
747,762617,2753,1,533,20210425,2021-04-25,2,796.37,0.33
754,767359,2491,867,538,20200202,2020-02-02,4,122.14,0.2
788,807496,2413,140,492,20201002,2020-10-02,4,6.73,0.36
797,817315,2548,398,602,20200403,2020-04-03,4,660.79,0.22
806,82500,2580,337,279,20200124,2020-01-24,2,950.22,0.46
815,8313398,2881,,155,20220715,2022-07-15,2,567.51,0.3
838,847666,2219,721,484,20210530,2021-05-30,1,381.55,0.09
839,8476699,2798,,787,20221108,2022-11-08,8,802.8,0.03
859,861348,2486,710,107,20200813,2020-08-13,2,547.84,0.1
889,8949017,3140,,332,20231008,2023-10-08,8,437.2,0.3
935,932583,2875,126,417,20210830,2021-08-30,3,839.66,0.24
941,9399911,2976,,303,20220215,2022-02-15,1,849.29,0.31
967,969990,2590,210,79,20210511,2021-05-11,2,263,0.41
970,9734524,2137,,720,20220921,2022-09-21,9,728.6,0.29
986,990418,2170,916,39,20201208,2020-12-08,9,100.86,0.49
995,9973576,2506,,339,20220316,2022-03-16,8,198.14,0.25
998,9980432,2683,604,152,20221027,2022-10-27,5,0,0.18
999,9980433,2927,,614,20220315,2022-03-15,9,986.49,0.27
1011,9980445,2343,388,482,20220805,2022-08-05,6,166.59,0.46
1014,9980448,2763,,751,20220722,2022-07-22,4,480.72,0.23
1020,9980454,2562,,26,20230515,2023-05-15,3,579.02,0.21
1023,9980457,3096,,553,20231003,2023-10-03,9,731.15,0.38
1024,9980458,3043,,552,20221004,2022-10-04,1,335.1,0.43
1027,9980461,2827,17,710,20221007,2022-10-07,10,335.55,0.16
1059,9980493,2346,,700,20221016,2022-10-16,2,921.19,0.16
1063,9980497,2738,,805,,,7,648.95,0.2
1070,9980504,2703,,753,20220213,2022-02-13,4,681.97,0.01
1079,9980513,2201,,621,20221129,2022-11-29,5,168.63,0.26
1097,9980531,2565,,490,20220804,2022-08-04,4,0,0.5
1137,9980571,2294,,221,20231014,2023-10-14,10,0,0.12
1167,9980601,2915,,2,20231217,2023-12-17,4,497.79,0.48
1190,9980624,2761,,394,20220427,2022-04-27,10,73.39,0.21
1196,9980630,2924,319,651,20231230,2023-12-30,1,74.73,0
1199,9980633,2397,,487,20220324,2022-03-24,5,704.22,0.12
1232,9980666,3013,,681,20230223,2023-02-23,5,488.76,0.43
1240,9980674,2211,450,704,20220919,2022-09-19,1,270,0.44
1251,9980685,3118,,426,20230215,2023-02-15,2,637.51,0.09
1269,9980703,2724,,345,20230325,2023-03-25,8,567.81,0.12
1279,9980713,2778,,794,20220111,2022-01-11,7,504.09,0
1308,9980742,2381,,650,20221221,2022-12-21,4,479.95,0.01
1331,9980765,2569,746,283,20231202,2023-12-02,6,438.56,0.32
1334,9980768,2596,,783,20231012,2023-10-12,10,768.76,0.4
1352,9980786,2292,,653,20220702,2022-07-02,5,590.71,0.19
1364,9980798,2950,,609,20230706,2023-07-06,9,895.93,0.39
1396,9980830,2572,,857,20221004,2022-10-04,2,962.33,0
1423,9980857,2446,,218,20221221,2022-12-21,5,884.33,0.31
1459,9980893,2608,,33,,,10,841.53,0.05
1473,9980907,2371,,486,20220802,2022-08-02,9,648.92,0.17
1505,9980939,2854,,508,20220919,2022-09-19,2,174.47,0.13
1562,9980996,2317,,395,,,6,486.81,0.19
1601,9981035,2804,,472,20220425,2022-04-25,5,680.12,0.11
1604,9981038,2768,,634,,,8,808.86,0.33
1626,9981060,2405,,338,20230109,2023-01-09,8,960.98,0.45
1656,9981090,2224,585,316,20231204,2023-12-04,10,0,0.32
1669,9981103,2736,,125,20221019,2022-10-19,6,551.52,0
1672,9981106,2236,,73,20220122,2022-01-22,1,788.64,0.49
1716,9981150,2692,,835,20230404,2023-04-04,5,605.89,0.24
1736,9981170,3049,951,799,20231022,2023-10-22,5,653.33,0
1762,9981196,2337,,766,20230920,2023-09-20,8,460.03,0.31
1765,9981199,2589,,156,20230302,2023-03-02,1,989.79,0
1787,9981221,2200,,357,20230501,2023-05-01,7,568.53,0.09
1794,9981228,2668,,806,20231004,2023-10-04,3,514.84,0.47
1804,9981238,2168,,859,20230126,2023-01-26,6,311.91,0.18
1810,9981244,2845,,855,20221225,2022-12-25,1,640.18,0.08
1823,9981257,2276,,308,20231028,2023-10-28,5,940.45,0.49
1847,9981281,2771,,594,20230502,2023-05-02,10,386.7,0.01
1849,9981283,3004,,490,20230208,2023-02-08,7,309.55,0.18
1850,9981284,3006,,518,,,6,97.87,0.48
1854,9981288,2269,,335,20230206,2023-02-06,9,299.04,0.15
1885,9981319,2756,,52,20230417,2023-04-17,3,685.61,0.31
1889,9981323,2962,,247,20220819,2022-08-19,10,154.08,0.05
1903,9981337,2497,178,496,20220618,2022-06-18,6,696.78,0.31
1955,9981389,2922,,397,20220926,2022-09-26,6,759.37,0.37
1964,9981398,2280,,168,20230822,2023-08-22,9,899.95,0.21
1969,9981403,2199,,37,20220503,2022-05-03,6,97.53,0.27
1972,9981406,2615,,552,,,10,753.48,0.34
7,1054456,2485,,759,20220708,2022-07-08,4,195.71,0.08
12,1095353,2927,,614,20220525,2022-05-25,7,958.49,0
18,1166809,2687,,38,20230331,2023-03-31,5,237.3,0.25
46,141282,2422,802,437,20210121,2021-01-21,4,975.67,0.12
76,17611,2541,871,458,20200730,2020-07-30,6,936.27,0.07
87,185609,2329,794,768,20200227,2020-02-27,5,412.63,0.36
105,207348,2198,910,723,20201208,2020-12-08,4,81.02,0.5
137,2364728,3094,,27,20230414,2023-04-14,3,529.06,0.07
138,236595,2279,791,223,20210331,2021-03-31,2,782.19,0.1
243,3263332,2485,,252,20231128,2023-11-28,6,448.36,0.29
262,3485700,2920,,217,20220424,2022-04-24,10,913.59,0.13
297,3820331,2889,,121,20220603,2022-06-03,7,981.27,0.08
314,3949527,2290,,501,20230801,2023-08-01,1,951.46,0.17
315,394990,2458,451,428,20200917,2020-09-17,3,671.77,0.05
328,408007,2208,9,722,20210827,2021-08-27,5,844.21,0.07
330,40939,2275,790,124,20200427,2020-04-27,1,621.68,0.09
338,4158383,2810,,775,20220929,2022-09-29,3,838.27,0.21
373,4503724,2787,,9,20231003,2023-10-03,1,792.93,0.13
383,457729,2194,253,149,20201225,2020-12-25,8,175.27,0.28
424,4949013,2462,121,288,20220420,2022-04-20,10,796.01,0.09
426,495081,2336,726,318,20200330,2020-03-30,3,280.82,0.14
450,510752,2396,388,234,20211216,2021-12-16,1,708.58,0.34
454,5147481,2466,,489,20220412,2022-04-12,2,115.02,0.13
483,5397160,2940,,116,20230808,2023-08-08,5,362.22,0
530,570834,2400,859,851,20210121,2021-01-21,4,209.95,0.36
547,585223,2397,269,441,20200715,2020-07-15,9,765.91,0.28
577,609390,2664,781,681,20211227,2021-12-27,2,528.3,0.22
608,635301,3130,65,40,20210306,2021-03-06,2,518.11,0.11
615,640458,2474,807,721,20210630,2021-06-30,8,296.12,0.22
625,6499867,2316,,491,20230719,2023-07-19,8,217.68,0.16
631,655988,2345,196,3,20211019,2021-10-19,1,552.57,0.17
676,70048,2620,655,164,20210509,2021-05-09,3,422.91,0.06
678,7026491,2679,,487,20231002,2023-10-02,4,980.87,0.15
684,7072681,2548,,862,20231014,2023-10-14,7,900.13,0.32
711,7290420,3078,,221,20220928,2022-09-28,4,867.79,0.27
746,7620715,2172,,319,20230131,2023-01-31,4,937.28,0.18
769,7835231,2647,,139,20220613,2022-06-13,9,599.34,0.45
779,7949342,2780,,738,20220907,2022-09-07,4,591.38,0.21
818,8332937,3044,,319,20230916,2023-09-16,2,908.19,0.44
820,8338827,2548,,100,20231116,2023-11-16,8,175.61,0.12
828,8401588,2931,,536,20230918,2023-09-18,4,830.68,0.49
846,850581,2406,671,128,20211231,2021-12-31,1,318.71,0.21
873,882032,2509,124,510,20200109,2020-01-09,5,632.41,0.09
917,920111,3119,988,235,20210401,2021-04-01,3,573.26,0.33
921,922236,2485,529,141,20200223,2020-02-23,3,374.53,0.42
925,9260751,2779,,744,20231011,2023-10-11,2,33.3,0.24
938,9366297,2285,,623,20230305,2023-03-05,5,719.46,0.46
949,9479252,2498,,847,20230429,2023-04-29,8,113.05,0.4
983,984846,2232,581,61,20201022,2020-10-22,6,735.33,0.18
991,9932988,2196,,406,20230817,2023-08-17,4,96.26,0.26
1017,9980451,3074,,699,20230410,2023-04-10,8,580.42,0.01
1037,9980471,2326,731,218,20220228,2022-02-28,5,151.75,0.37
1081,9980515,2675,,384,20220811,2022-08-11,6,0,0.06
1099,9980533,2279,,401,,,6,480.31,0.24
1113,9980547,2950,,398,20220111,2022-01-11,3,497.64,0.07
1123,9980557,2981,,300,20231017,2023-10-17,7,139.09,0.17
1126,9980560,2264,810,417,20220323,2022-03-23,1,106.05,0.06
1152,9980586,2550,,601,20220613,2022-06-13,3,144.6,0.13
1177,9980611,2274,,93,20231211,2023-12-11,8,430.05,0.18
1180,9980614,2566,,332,20230523,2023-05-23,1,781.81,0.14
1181,9980615,2794,,797,,,8,699.62,0
1195,9980629,3004,,837,20230904,2023-09-04,4,415.03,0.14
1206,9980640,3030,,17,20220318,2022-03-18,5,574.46,0.21
1210,9980644,2465,126,508,,,7,0,0.46
1217,9980651,2744,,652,20220831,2022-08-31,4,839.35,0.45
1218,9980652,2811,,573,20230505,2023-05-05,2,0,0.29
1230,9980664,2584,,627,20230222,2023-02-22,8,239.25,0.37
1241,9980675,2911,,31,20230726,2023-07-26,8,126.43,0.23
1244,9980678,2280,,462,20220107,2022-01-07,5,538.89,0.49
1246,9980680,2467,,14,20230830,2023-08-30,9,498.01,0.45
1267,9980701,2870,,327,20220613,2022-06-13,10,312.14,0.33
1297,9980731,2578,,11,20221215,2022-12-15,4,684.72,0.23
1300,9980734,2691,,142,20231018,2023-10-18,10,0,0.37
1305,9980739,2236,,203,20231115,2023-11-15,4,359.64,0.12
1309,9980743,3053,,355,20221104,2022-11-04,4,665.64,0.02
1340,9980774,2502,,62,20221221,2022-12-21,8,580.43,0.13
1348,9980782,2895,,775,20230911,2023-09-11,7,896.07,0.33
1355,9980789,2658,,114,20220808,2022-08-08,8,590.6,0.01
1394,9980828,2631,,253,20221226,2022-12-26,10,256.11,0.06
1433,9980867,3017,,416,20230102,2023-01-02,8,759.31,0.42
1439,9980873,2736,,275,20230205,2023-02-05,8,609.88,0
1454,9980888,2466,,156,20230224,2023-02-24,4,878.34,0
1464,9980898,2696,,474,20221029,2022-10-29,5,259,0.48
1469,9980903,2898,,157,20220521,2022-05-21,8,753.19,0.29
1497,9980931,2381,,786,20220430,2022-04-30,6,499.2,0.08
1522,9980956,2883,,597,20220302,2022-03-02,7,865.07,0.21
1534,9980968,3037,,171,20220708,2022-07-08,7,338.8,0.22
1536,9980970,2456,,152,20230523,2023-05-23,1,150.56,0.13
1569,9981003,2732,,583,20230713,2023-07-13,5,110.8,0.16
1576,9981010,2454,,783,20231016,2023-10-16,10,324.12,0.26
1577,9981011,2647,,248,20220312,2022-03-12,5,70.41,0.25
1592,9981026,3133,,526,20221211,2022-12-11,2,278.01,0.48
1593,9981027,2496,,648,20230918,2023-09-18,2,616.03,0.39
1618,9981052,2679,,556,20230908,2023-09-08,10,228.03,0.11
1625,9981059,2392,,145,20221009,2022-10-09,5,103.47,0.11
1627,9981061,2306,,130,20221108,2022-11-08,7,235.2,0.19
1642,9981076,3061,,367,20220318,2022-03-18,6,385.67,0.36
1646,9981080,2509,,437,20230124,2023-01-24,8,874.05,0.33
1704,9981138,3033,,194,20231122,2023-11-22,1,500.93,0.48
1719,9981153,2674,,436,20230221,2023-02-21,8,232.49,0.1
1741,9981175,2649,455,623,20230701,2023-07-01,8,0,0.37
1751,9981185,2725,847,426,20220730,2022-07-30,3,921.26,0.13
1838,9981272,2785,,210,20230712,2023-07-12,1,447.07,0.27
1842,9981276,2765,,48,20220515,2022-05-15,10,489.46,0.19
1863,9981297,2350,,330,20230331,2023-03-31,6,587.71,0.48
1886,9981320,3029,,428,20220428,2022-04-28,7,888.88,0.5
1914,9981348,2346,,825,20230727,2023-07-27,9,981.53,0.01
1920,9981354,2550,,511,20231228,2023-12-28,5,480.42,0.18
1928,9981362,2452,,728,20220415,2022-04-15,2,64.33,0.35
1940,9981374,2733,,146,20230403,2023-04-03,10,244.33,0.29
1941,9981375,2470,,461,20230628,2023-06-28,3,100.42,0.38
1963,9981397,2859,,835,20231227,2023-12-27,8,7.02,0.43
1966,9981400,2956,,575,20231221,2023-12-21,2,763.64,0.33
1990,9981424,2770,,156,20220506,2022-05-06,8,364.15,0
1996,9981430,2317,,616,,,7,752.81,0.09
1999,998223,2886,576,187,20201209,2020-12-09,2,210.56,0.38
52,1452680,2474,,691,20230802,2023-08-02,1,853.54,0.21
53,1453842,2285,,93,20220826,2022-08-26,1,446.05,0.35
113,2124158,2492,,686,20231202,2023-12-02,8,89.71,0.37
153,2484859,3121,,1,20230506,2023-05-06,7,724.76,0.46
159,252361,2233,188,503,20211019,2021-10-19,2,583.77,0.13
179,2699822,2325,,822,20221010,2022-10-10,6,336.68,0.04
200,289907,2546,29,262,20210203,2021-02-03,8,739.32,0.37
220,306271,2217,186,597,20211008,2021-10-08,1,907.25,0.39
241,3237259,2414,,31,20220225,2022-02-25,4,690.97,0.15
261,3481274,2791,,103,20220218,2022-02-18,10,164.44,0.29
287,3738298,2488,,412,20230624,2023-06-24,6,711.08,0.22
303,384697,2470,274,414,20200915,2020-09-15,8,558.09,0.35
346,4208108,2547,,362,20230413,2023-04-13,6,384.97,0.21
350,4264625,3015,,391,20220427,2022-04-27,4,784.91,0.36
358,4350811,2650,,766,20220204,2022-02-04,3,768.26,0.22
367,44534,2402,19,276,20210926,2021-09-26,9,485.44,0.1
371,4492201,2102,,402,20220523,2022-05-23,8,58.16,0.02
374,4520422,2676,,583,20230712,2023-07-12,5,185.98,0.47
376,452908,2282,330,125,20210221,2021-02-21,6,750.99,0.34
395,469647,2253,843,377,20210905,2021-09-05,2,182.88,0.04
412,488920,2161,4,443,20201226,2020-12-26,9,505.65,0.45
413,489283,2435,928,100,20210109,2021-01-09,6,623.39,0.19
420,49425,2427,272,11,20201225,2020-12-25,9,986.01,0.07
427,4958816,2988,,413,20221026,2022-10-26,1,385.69,0.11
428,498405,3030,987,167,20201121,2020-11-21,8,853.54,0.07
446,5091209,2300,,626,20230721,2023-07-21,4,526.77,0.29
448,5103648,2716,,692,20220323,2022-03-23,9,335.84,0.17
461,521608,2519,937,444,20200816,2020-08-16,8,593.59,0.48
475,530269,2297,13,123,20200624,2020-06-24,8,329.15,0.43
499,553460,2551,145,730,20210914,2021-09-14,8,184.98,0.12
514,561919,2464,180,776,20201208,2020-12-08,4,821.95,0.26
565,598910,2318,999,251,20200307,2020-03-07,6,662.94,0.19
609,637084,2582,209,750,20201123,2020-11-23,3,296.18,0.33
623,648235,3108,324,162,20201001,2020-10-01,6,622.24,0.27
627,6506394,2893,,797,20230911,2023-09-11,4,15.83,0.41
670,6967785,3140,,468,20220502,2022-05-02,4,593.65,0.29
693,7137378,2115,,558,20221231,2022-12-31,10,159.23,0.14
717,733197,2499,869,225,20211225,2021-12-25,6,398.78,0.04
734,752282,2930,245,607,20211117,2021-11-17,7,17.7,0.42
753,7665632,2176,,777,20221229,2022-12-29,2,282.8,0.42
757,768929,2276,121,159,20200704,2020-07-04,1,422.93,0.31
759,771131,2571,207,297,20211019,2021-10-19,9,351.63,0.13
767,780035,2897,62,621,20211216,2021-12-16,3,778.71,0.4
791,8082836,2225,,389,20230806,2023-08-06,1,531.97,0
819,8333965,2806,,543,20230917,2023-09-17,3,692.67,0.09
847,851207,2508,144,717,20210322,2021-03-22,6,578.28,0.5
853,8537789,3073,,554,20220409,2022-04-09,6,222.52,0.12
881,8902027,2444,,540,20230223,2023-02-23,9,945.89,0.07
882,891040,2369,74,735,20210331,2021-03-31,1,273.44,0.15
884,8916342,2400,,191,20231209,2023-12-09,7,429.44,0
901,904765,2126,989,238,20200103,2020-01-03,8,350.12,0.24
924,925444,2507,275,128,20210216,2021-02-16,1,492.78,0.49
945,945172,2307,72,77,20200221,2020-02-21,3,409.41,0
1002,9980436,2973,,586,20230621,2023-06-21,10,625.66,0.42
1010,9980444,2234,,26,20231209,2023-12-09,3,800.74,0.28
1032,9980466,2634,,93,20231029,2023-10-29,4,143.84,0.34
1050,9980484,2185,,676,20221023,2022-10-23,10,167.8,0.15
1053,9980487,2910,,395,,,3,939.48,0.43
1074,9980508,2148,,785,20230912,2023-09-12,9,317.05,0.28
1100,9980534,2258,,185,20220725,2022-07-25,1,384.69,0.25
1117,9980551,2237,125,414,20220907,2022-09-07,7,249.14,0.16
1127,9980561,2212,,265,20220806,2022-08-06,6,225.83,0.06
1133,9980567,2323,,451,20231217,2023-12-17,10,537.87,0.43
1151,9980585,2547,,305,20230308,2023-03-08,2,556.58,0.28
1209,9980643,2944,,605,20221228,2022-12-28,9,308.76,0.21
1215,9980649,3026,,142,20220521,2022-05-21,3,314.73,0.04
1220,9980654,2629,,736,20221017,2022-10-17,10,53.17,0.36
1248,9980682,2714,,72,20220211,2022-02-11,4,535.77,0
1265,9980699,2431,,360,20220829,2022-08-29,9,749.27,0.06
1278,9980712,2711,,452,20231014,2023-10-14,7,253.17,0.39
1283,9980717,2585,,135,20230713,2023-07-13,4,167.27,0.22
1293,9980727,2943,,28,20220604,2022-06-04,7,814.05,0.37
1296,9980730,2884,,643,20230718,2023-07-18,9,354.49,0.17
1314,9980748,2632,144,246,20220324,2022-03-24,3,258.16,0.47
1367,9980801,3022,,587,20221030,2022-10-30,8,589.28,0.35
