customer_id,age,gender,income_bracket,loyalty_program,membership_years,churned,marital_status,number_of_children,education_level
463,47,Other,High,Yes,5,Yes,Divorced,0,PhD
489,42,Male,Medium,Yes,7,No,Married,3,Master's
533,29,Female,High,No,0,No,Single,2,Bachelor's
566,67,Female,Low,No,6,No,Divorced,2,PhD
586,40,Male,Low,Yes,1,Yes,Single,0,Master's
59,38,Male,High,No,6,No,Divorced,0,Bachelor's
590,63,Other,High,No,8,Yes,Divorced,2,Bachelor's
593,74,Male,Low,Yes,4,Yes,Divorced,0,PhD
606,43,Female,Low,No,6,Yes,Married,4,High School
619,68,Other,Low,Yes,6,Yes,Single,3,Bachelor's
654,62,Male,High,Yes,5,Yes,Married,3,High School
664,21,Other,Low,Yes,6,No,Divorced,3,Bachelor's
698,48,Female,High,No,1,No,Married,0,Master's
700,25,Other,Medium,Yes,5,Yes,Single,2,High School
730,33,Female,High,No,4,Yes,Single,0,PhD
733,71,Other,High,Yes,1,Yes,Married,4,Master's
746,49,Female,Medium,No,8,No,Single,4,Bachelor's
766,71,Female,Medium,Yes,5,No,Single,0,Master's
78,61,Other,Medium,No,0,Yes,Divorced,4,Bachelor's
790,50,Male,Low,Yes,3,No,Divorced,1,High School
792,18,Other,Medium,Yes,3,No,Single,1,Bachelor's
795,79,Female,Low,Yes,0,No,Divorced,2,Master's
804,34,Male,High,Yes,9,No,Single,3,PhD
827,66,Other,High,No,9,No,Single,4,PhD
837,67,Other,Low,No,1,Yes,Divorced,1,Master's
838,64,Female,High,No,3,Yes,Married,1,Bachelor's
84,34,Male,Medium,Yes,0,Yes,Divorced,2,PhD
840,76,Female,Medium,Yes,2,Yes,Single,2,Bachelor's
848,57,Other,High,Yes,6,Yes,Married,1,PhD
855,20,Other,Medium,No,3,No,Divorced,2,Bachelor's
860,24,Male,Low,Yes,2,Yes,Divorced,3,PhD
863,76,Male,Medium,Yes,1,Yes,Divorced,2,PhD
88,21,Male,Low,Yes,7,Yes,Single,4,Bachelor's
891,67,Other,High,Yes,10,No,Single,4,Master's
903,64,Other,Low,No,10,Yes,Married,0,Bachelor's
945,46,Other,Medium,Yes,5,Yes,Divorced,2,High School
971,53,Female,High,No,6,Yes,Divorced,2,Master's
989,68,Female,High,No,3,Yes,Married,0,Bachelor's
993,79,Other,Low,No,9,No,Single,3,Bachelor's
1,56,Other,High,No,0,No,Divorced,3,Bachelor's
1013,77,Male,Medium,No,9,Yes,Divorced,1,PhD
102,79,Other,Medium,No,1,No,Married,2,PhD
107,32,Other,Low,No,1,Yes,Married,0,Master's
135,26,Male,High,Yes,3,Yes,Divorced,4,High School
139,25,Male,Medium,No,1,No,Single,3,PhD
157,25,Female,High,No,1,Yes,Single,4,Bachelor's
190,59,Male,High,Yes,7,Yes,Single,3,PhD
191,77,Male,Low,No,0,No,Single,2,Master's
201,47,Female,Low,Yes,7,No,Married,0,Master's
260,32,Other,High,Yes,3,Yes,Divorced,1,PhD
266,58,Other,Low,No,9,Yes,Divorced,1,High School
275,56,Other,Low,Yes,3,No,Married,3,Master's
285,19,Other,Low,Yes,2,Yes,Single,0,Bachelor's
288,71,Other,Medium,No,8,No,Married,4,Bachelor's
302,49,Other,Low,Yes,1,No,Divorced,3,Bachelor's
303,72,Female,Medium,No,7,No,Divorced,0,Bachelor's
310,55,Female,Low,Yes,7,No,Divorced,0,Master's
315,23,Female,High,No,6,Yes,Married,2,Bachelor's
328,37,Female,Medium,Yes,2,Yes,Single,1,Master's
367,18,Male,Medium,No,8,Yes,Married,4,PhD
391,66,Female,High,Yes,4,No,Single,4,High School
412,78,Female,Medium,No,6,Yes,Married,4,Bachelor's
43,77,Other,High,Yes,3,No,Single,1,PhD
44,33,Other,Medium,Yes,8,Yes,Divorced,3,PhD
453,77,Other,Medium,Yes,5,Yes,Divorced,0,PhD
467,23,Other,Medium,Yes,7,No,Married,0,Bachelor's
468,52,Male,Low,No,7,No,Single,3,Master's
483,38,Male,Medium,No,5,No,Single,0,High School
503,64,Other,Low,Yes,0,Yes,Single,3,PhD
511,55,Female,Medium,Yes,7,No,Divorced,0,High School
530,71,Male,Low,Yes,8,No,Married,3,Bachelor's
554,47,Male,High,Yes,7,No,Divorced,3,High School
556,28,Other,Medium,No,10,No,Divorced,4,Master's
569,25,Male,Low,No,2,Yes,Married,4,Master's
626,66,Female,High,Yes,7,Yes,Married,4,Bachelor's
633,45,Other,Low,Yes,7,No,Divorced,1,Master's
635,19,Male,High,No,5,Yes,Single,0,PhD
675,66,Female,Low,No,2,No,Divorced,2,PhD
691,20,Other,Medium,Yes,0,Yes,Single,3,Master's
693,67,Male,Low,No,7,No,Single,1,PhD
712,46,Male,Low,No,10,No,Single,2,Master's
731,25,Female,Medium,Yes,7,Yes,Married,3,Master's
736,74,Other,High,Yes,6,No,Divorced,2,Bachelor's
738,19,Female,Low,No,0,No,Single,1,High School
761,51,Other,Low,Yes,7,Yes,Single,3,PhD
784,37,Other,Low,Yes,6,Yes,Single,2,Bachelor's
793,21,Male,Medium,Yes,2,No,Married,2,Master's
80,25,Other,High,No,6,No,Divorced,1,Bachelor's
814,70,Female,Medium,Yes,5,Yes,Single,3,PhD
817,74,Other,Medium,Yes,4,No,Married,4,Bachelor's
829,52,Male,High,Yes,9,Yes,Single,2,PhD
85,53,Other,Low,No,6,Yes,Single,0,PhD
851,20,Male,Medium,No,5,No,Single,3,PhD
862,67,Female,Medium,Yes,10,No,Single,1,Master's
87,57,Other,Medium,Yes,4,Yes,Married,3,Bachelor's
871,61,Female,Medium,No,1,Yes,Divorced,3,High School
873,59,Other,Medium,No,0,No,Married,1,PhD
886,50,Female,High,Yes,1,Yes,Married,0,PhD
897,37,Other,Medium,No,8,No,Married,2,PhD
899,34,Male,Medium,Yes,4,No,Divorced,4,PhD
922,56,Male,High,Yes,9,No,Divorced,3,Master's
936,79,Male,Medium,Yes,1,Yes,Married,1,High School
940,74,Female,Medium,No,0,No,Divorced,2,PhD
957,70,Female,Medium,No,1,No,Married,3,High School
1021,34,Other,High,Yes,10,Yes,Divorced,4,PhD
1048,19,Male,Low,Yes,4,Yes,Divorced,4,PhD
144,25,Other,High,Yes,8,No,Married,3,Master's
176,64,Male,High,No,4,No,Divorced,2,Master's
177,31,Other,High,No,9,Yes,Divorced,2,Master's
182,72,Male,Low,No,9,No,Single,1,Bachelor's
204,56,Other,Medium,Yes,8,No,Married,3,High School
21,39,Female,High,Yes,9,Yes,Divorced,0,PhD
222,70,Male,Medium,Yes,1,No,Divorced,1,Master's
224,45,Female,Low,Yes,0,Yes,Single,4,Master's
228,37,Male,Low,No,6,No,Single,0,Master's
231,28,Female,High,No,1,No,Single,2,PhD
237,79,Male,High,Yes,1,No,Married,1,PhD
251,44,Male,Low,No,1,Yes,Married,1,PhD
308,76,Other,High,No,2,Yes,Single,1,Bachelor's
317,28,Other,Low,No,3,No,Single,0,Bachelor's
326,46,Male,Medium,Yes,1,Yes,Married,0,PhD
344,35,Other,Medium,No,4,Yes,Married,0,Bachelor's
345,57,Male,High,Yes,7,Yes,Divorced,4,Bachelor's
356,52,Male,Low,No,9,No,Single,1,High School
362,74,Female,Low,No,5,No,Married,0,Bachelor's
363,69,Female,High,Yes,3,No,Divorced,4,Bachelor's
398,52,Other,Medium,No,7,Yes,Single,4,PhD
400,79,Other,High,Yes,1,No,Married,2,Master's
459,66,Female,Medium,Yes,6,Yes,Single,4,Bachelor's
48,64,Male,Low,No,3,Yes,Single,0,PhD
485,40,Other,Low,Yes,1,No,Married,1,Bachelor's
5,60,Female,Low,Yes,7,Yes,Divorced,2,Bachelor's
505,59,Female,High,Yes,4,Yes,Divorced,4,Bachelor's
512,34,Female,Low,No,4,No,Married,1,Bachelor's
531,22,Other,Low,No,3,No,Divorced,3,Bachelor's
550,40,Male,High,Yes,8,No,Divorced,3,High School
559,26,Other,Low,No,1,No,Single,4,High School
564,56,Male,High,Yes,10,No,Single,1,PhD
598,46,Male,High,Yes,2,No,Married,2,Bachelor's
604,48,Female,Medium,Yes,9,Yes,Single,2,Bachelor's
611,56,Other,Medium,Yes,9,Yes,Married,1,Bachelor's
644,20,Female,Low,No,5,Yes,Married,2,High School
648,55,Other,Low,Yes,5,Yes,Married,3,High School
665,67,Female,High,No,6,Yes,Divorced,4,Master's
673,60,Male,Low,No,4,No,Married,3,High School
710,18,Female,Medium,No,8,Yes,Single,1,Master's
714,39,Male,High,Yes,8,No,Divorced,0,High School
727,53,Female,Medium,Yes,8,No,Single,4,PhD
734,20,Other,Medium,Yes,6,Yes,Divorced,4,High School
742,37,Other,Low,Yes,9,Yes,Divorced,4,Bachelor's
754,30,Other,Low,No,3,No,Married,3,Master's
77,24,Other,High,No,8,Yes,Single,3,Bachelor's
774,32,Other,Low,Yes,0,No,Divorced,3,Bachelor's
785,21,Female,Medium,Yes,8,Yes,Divorced,0,Master's
791,47,Other,High,No,10,Yes,Divorced,2,Bachelor's
800,63,Other,Medium,Yes,4,Yes,Divorced,2,High School
824,46,Male,High,Yes,10,No,Single,3,Master's
830,80,Female,High,No,6,Yes,Married,2,PhD
834,54,Other,Low,Yes,1,Yes,Divorced,0,High School
849,26,Male,High,Yes,4,Yes,Married,0,High School
853,43,Other,Medium,Yes,2,No,Divorced,4,Master's
858,64,Female,Medium,Yes,3,Yes,Married,3,Bachelor's
865,50,Male,High,No,0,No,Divorced,3,High School
866,43,Other,Medium,Yes,3,Yes,Married,2,Master's
883,31,Other,High,No,10,No,Single,3,PhD
92,71,Other,High,Yes,9,Yes,Married,4,Master's
93,59,Other,High,No,2,Yes,Single,4,High School
931,43,Other,Medium,Yes,7,No,Single,1,High School
939,28,Female,High,No,1,Yes,Married,0,PhD
963,76,Other,High,No,3,Yes,Single,0,High School
981,40,Other,Medium,Yes,0,Yes,Single,4,Master's
987,72,Female,High,Yes,2,No,Single,2,PhD
1035,36,Other,Medium,No,6,No,Single,1,Bachelor's
1039,37,Male,High,No,8,No,Divorced,0,PhD
1049,25,Other,Low,Yes,2,No,Single,0,High School
122,43,Female,Medium,No,4,Yes,Divorced,4,High School
136,41,Male,Low,No,0,Yes,Single,2,Master's
171,44,Female,Medium,No,4,Yes,Divorced,2,Bachelor's
172,52,Other,Medium,Yes,4,No,Married,1,High School
183,31,Male,High,No,3,No,Divorced,3,Master's
198,78,Female,Medium,No,4,No,Married,4,Bachelor's
211,49,Female,Medium,Yes,9,No,Married,3,Bachelor's
217,19,Male,Low,Yes,1,Yes,Divorced,2,PhD
218,59,Male,Low,No,0,No,Married,3,High School
229,47,Male,Low,No,5,Yes,Single,3,PhD
244,69,Other,Medium,Yes,8,No,Divorced,4,Master's
246,58,Male,Medium,No,4,No,Married,3,PhD
262,71,Other,High,Yes,4,No,Single,2,Master's
264,49,Female,High,No,2,Yes,Married,3,Master's
290,54,Female,High,No,8,Yes,Married,2,PhD
293,18,Other,High,Yes,2,Yes,Married,3,High School
295,79,Male,Low,No,0,Yes,Married,0,Master's
31,50,Male,Low,Yes,4,Yes,Married,4,PhD
339,69,Female,Low,Yes,6,Yes,Married,4,PhD
36,61,Other,Low,Yes,0,Yes,Married,4,Bachelor's
380,65,Male,Low,Yes,9,Yes,Divorced,4,PhD
390,28,Female,Medium,No,4,Yes,Single,1,Bachelor's
409,71,Male,Low,Yes,9,Yes,Divorced,4,Bachelor's
413,58,Female,Medium,Yes,5,Yes,Single,3,High School
446,38,Other,High,Yes,2,No,Divorced,3,High School
474,66,Other,Low,Yes,4,No,Married,2,PhD
477,48,Female,Medium,Yes,0,Yes,Single,4,High School
478,52,Female,Medium,No,4,No,Married,1,Master's
494,20,Other,Medium,Yes,8,No,Divorced,2,High School
499,49,Other,High,No,3,No,Divorced,4,Master's
508,51,Male,High,Yes,4,No,Single,2,High School
514,58,Other,Medium,No,8,Yes,Divorced,3,Master's
532,78,Female,High,Yes,0,No,Married,0,Bachelor's
541,44,Male,Low,No,8,Yes,Divorced,0,High School
561,55,Male,Low,Yes,4,Yes,Single,0,PhD
575,75,Female,Low,No,8,No,Divorced,1,Bachelor's
600,71,Other,Medium,No,3,Yes,Married,0,PhD
61,56,Female,Medium,No,3,Yes,Divorced,3,PhD
618,19,Other,High,Yes,10,No,Married,3,Bachelor's
625,23,Female,High,No,0,No,Married,1,Master's
649,31,Other,High,Yes,0,No,Married,4,PhD
657,38,Female,Medium,Yes,4,No,Married,1,High School
66,31,Male,Low,No,9,Yes,Married,4,Bachelor's
660,55,Male,Medium,Yes,5,Yes,Divorced,4,Bachelor's
662,19,Other,Medium,No,9,Yes,Single,0,PhD
715,78,Other,Medium,Yes,10,Yes,Divorced,3,High School
732,56,Male,High,No,7,Yes,Single,0,PhD
768,49,Male,High,No,10,No,Married,4,Bachelor's
79,78,Female,High,No,3,Yes,Divorced,3,Master's
797,21,Female,Medium,No,8,No,Divorced,1,Master's
807,57,Other,High,No,6,Yes,Divorced,1,Master's
81,64,Other,High,No,1,No,Married,1,Bachelor's
815,48,Male,Low,No,2,Yes,Married,0,High School
832,46,Other,High,Yes,0,No,Divorced,4,High School
833,29,Male,Medium,Yes,1,Yes,Divorced,4,Master's
835,65,Male,High,No,9,Yes,Single,0,Master's
846,35,Male,Low,No,8,Yes,Single,4,High School
864,76,Male,Low,Yes,8,Yes,Married,3,PhD
869,50,Other,Medium,No,4,No,Married,2,Bachelor's
893,35,Male,Low,No,7,Yes,Single,3,Bachelor's
896,45,Female,High,Yes,3,Yes,Married,4,PhD
90,79,Male,Low,No,1,Yes,Divorced,3,Bachelor's
919,43,Female,High,No,4,No,Divorced,2,Bachelor's
930,60,Female,High,No,9,Yes,Married,0,Master's
933,65,Female,Low,No,10,No,Married,4,Bachelor's
943,37,Other,High,Yes,2,Yes,Single,1,Master's
950,54,Other,Low,No,7,No,Married,0,PhD
978,36,Other,Medium,Yes,8,No,Married,3,PhD
100,51,Male,Low,Yes,4,Yes,Married,1,High School
1009,24,Female,Medium,No,3,No,Divorced,3,High School
101,27,Female,Medium,Yes,8,Yes,Single,2,PhD
1011,73,Female,High,Yes,5,No,Single,3,PhD
1012,73,Male,Low,No,10,Yes,Single,4,High School
103,53,Male,High,Yes,1,No,Divorced,1,Bachelor's
1050,51,Female,High,Yes,9,No,Single,2,PhD
11,36,Female,Low,No,1,No,Divorced,1,Bachelor's
114,57,Other,High,No,4,Yes,Divorced,0,Bachelor's
117,62,Other,High,Yes,0,Yes,Single,4,Master's
141,28,Male,Low,No,3,No,Single,0,PhD
145,52,Other,High,No,7,No,Married,0,PhD
148,76,Other,High,No,8,Yes,Married,1,Master's
180,22,Female,Low,Yes,1,Yes,Divorced,1,PhD
181,43,Female,Low,No,6,Yes,Divorced,4,Bachelor's
238,50,Male,High,No,2,No,Married,1,High School
243,74,Female,Low,No,2,Yes,Single,2,Master's
247,20,Other,Low,No,5,Yes,Single,3,High School
274,79,Male,Medium,Yes,4,No,Single,3,PhD
313,69,Female,Low,Yes,9,No,Single,4,PhD
330,76,Other,Low,No,8,Yes,Divorced,1,PhD
369,79,Other,High,No,0,No,Single,2,Bachelor's
38,66,Other,High,No,0,Yes,Married,1,PhD
40,76,Other,High,Yes,6,No,Single,4,Master's
417,50,Female,Medium,Yes,4,No,Single,1,Bachelor's
432,39,Male,Medium,Yes,1,Yes,Married,2,High School
447,47,Male,Medium,No,9,No,Married,2,Bachelor's
449,45,Female,High,No,4,Yes,Single,1,High School
456,36,Female,High,No,2,No,Divorced,3,Master's
493,75,Other,High,No,3,Yes,Married,0,High School
51,61,Female,Medium,Yes,2,No,Divorced,0,Master's
540,74,Female,Medium,Yes,6,No,Single,3,High School
560,48,Female,Medium,Yes,1,Yes,Divorced,4,High School
576,50,Other,Medium,No,5,No,Divorced,4,Bachelor's
579,61,Female,Medium,No,2,Yes,Married,0,Bachelor's
591,42,Other,Medium,No,1,No,Married,0,PhD
607,66,Other,High,Yes,10,Yes,Married,1,Bachelor's
621,37,Male,Low,Yes,6,Yes,Divorced,2,PhD
631,66,Other,Low,No,0,Yes,Divorced,1,Bachelor's
643,74,Male,High,Yes,7,Yes,Married,0,PhD
656,73,Other,Medium,Yes,7,Yes,Divorced,3,High School
671,76,Male,Low,No,6,No,Divorced,3,Master's
672,35,Other,Low,No,3,Yes,Single,0,Bachelor's
682,77,Other,Low,Yes,6,No,Married,1,Bachelor's
7,78,Male,High,No,0,No,Single,2,Master's
701,72,Male,Medium,Yes,2,Yes,Married,1,PhD
716,20,Female,Low,Yes,9,Yes,Married,4,Bachelor's
760,54,Other,Medium,No,10,Yes,Married,4,Master's
771,38,Female,Low,No,10,No,Married,3,Master's
818,40,Female,Low,No,4,No,Single,1,Master's
894,52,Other,Medium,No,6,No,Married,2,Master's
916,53,Male,Medium,No,4,No,Married,1,Bachelor's
964,41,Male,Low,No,9,Yes,Married,2,High School
968,49,Female,Medium,Yes,1,Yes,Single,3,High School
997,71,Female,High,No,3,No,Single,2,Master's
1004,71,Other,Low,No,4,No,Divorced,4,Bachelor's
111,77,Male,Low,No,5,Yes,Divorced,1,PhD
137,18,Female,Low,No,5,Yes,Married,2,Master's
159,51,Male,Medium,No,0,Yes,Single,4,PhD
194,49,Female,Low,No,1,Yes,Divorced,1,High School
209,53,Other,High,Yes,0,Yes,Single,4,High School
213,76,Other,High,No,5,Yes,Married,4,High School
235,42,Male,High,No,8,No,Divorced,4,Bachelor's
239,18,Other,Low,Yes,5,Yes,Married,1,Bachelor's
263,49,Other,Low,Yes,7,Yes,Divorced,4,Bachelor's
279,54,Female,High,No,2,Yes,Single,0,Master's
291,49,Female,Low,Yes,3,Yes,Single,2,Master's
312,22,Female,High,No,6,No,Married,2,High School
332,36,Other,Medium,Yes,8,No,Single,4,High School
333,43,Other,Medium,No,2,Yes,Married,4,Bachelor's
342,57,Male,Low,No,0,Yes,Divorced,4,High School
349,74,Other,Medium,Yes,1,No,Married,3,PhD
376,26,Other,Low,Yes,0,Yes,Single,0,Master's
377,58,Male,High,Yes,9,Yes,Married,3,Master's
378,52,Male,Low,No,9,No,Divorced,4,Master's
403,42,Female,High,No,1,Yes,Single,4,Bachelor's
418,31,Other,Medium,Yes,4,Yes,Married,2,Bachelor's
443,44,Male,Medium,No,2,No,Divorced,2,High School
45,32,Female,High,No,1,No,Single,4,Master's
454,78,Other,Medium,No,0,No,Married,1,Master's
475,63,Male,Medium,No,0,Yes,Single,3,Master's
480,50,Other,Low,No,0,No,Divorced,0,Bachelor's
506,37,Male,High,No,8,Yes,Divorced,1,Bachelor's
517,47,Male,Low,Yes,6,Yes,Single,3,Master's
518,38,Other,Medium,No,9,No,Single,2,High School
535,76,Other,Low,No,10,Yes,Single,4,PhD
543,42,Female,Low,No,10,No,Divorced,0,High School
546,43,Other,Medium,Yes,7,Yes,Divorced,1,Master's
553,60,Female,High,Yes,3,No,Divorced,3,Bachelor's
57,68,Other,Low,Yes,8,No,Single,3,High School
574,46,Female,Low,No,7,No,Married,3,PhD
582,38,Male,Medium,Yes,9,Yes,Single,4,Master's
627,55,Male,High,No,8,No,Divorced,4,High School
645,67,Male,Low,No,4,No,Married,1,Bachelor's
683,30,Other,High,No,8,No,Single,2,PhD
71,70,Other,Low,Yes,9,Yes,Divorced,0,High School
72,19,Male,High,Yes,0,No,Married,2,PhD
723,30,Male,Low,Yes,10,Yes,Single,1,High School
74,45,Other,Medium,Yes,2,Yes,Single,4,Master's
759,46,Female,Medium,Yes,10,Yes,Married,1,Master's
764,59,Other,Low,Yes,1,Yes,Married,4,PhD
786,61,Other,High,No,8,Yes,Single,3,High School
850,56,Other,Medium,Yes,1,Yes,Divorced,0,Master's
857,39,Other,High,No,0,No,Divorced,2,High School
859,63,Male,Medium,Yes,8,Yes,Divorced,1,Bachelor's
86,67,Male,Low,No,8,No,Married,4,High School
861,52,Other,Low,Yes,6,Yes,Divorced,0,High School
875,59,Female,High,Yes,4,No,Divorced,3,PhD
887,39,Other,High,No,9,No,Single,3,PhD
910,80,Other,Medium,No,2,No,Divorced,2,Bachelor's
912,41,Female,Medium,No,1,No,Married,0,PhD
913,30,Other,Medium,Yes,0,Yes,Single,1,PhD
924,32,Other,Low,No,10,Yes,Married,3,Bachelor's
935,53,Male,High,No,3,Yes,Single,2,Master's
947,51,Female,Medium,Yes,7,Yes,Married,1,High School
951,21,Other,Medium,No,6,Yes,Divorced,1,PhD
979,60,Other,High,No,5,Yes,Divorced,2,Bachelor's
992,69,Other,Low,No,4,No,Single,0,Master's
998,36,Male,High,No,1,No,Divorced,2,High School
1002,72,Other,High,Yes,0,Yes,Divorced,0,Master's
109,31,Other,High,No,0,Yes,Married,3,Bachelor's
116,33,Female,Low,No,7,No,Married,2,High School
161,65,Male,Low,Yes,1,No,Single,0,Master's
166,54,Female,Low,No,7,No,Divorced,3,Master's
18,57,Male,Low,No,6,No,Divorced,0,High School
184,56,Other,Medium,Yes,6,No,Divorced,0,Master's
196,66,Other,Low,Yes,5,Yes,Single,0,High School
197,69,Male,Low,No,4,No,Single,4,Bachelor's
203,40,Male,Medium,Yes,1,No,Divorced,0,Bachelor's
205,62,Female,Low,No,9,No,Married,4,Bachelor's
216,45,Other,High,Yes,0,No,Single,4,High School
219,62,Other,Medium,No,9,No,Married,4,High School
265,41,Male,Low,Yes,6,Yes,Married,0,Bachelor's
28,19,Other,Low,Yes,0,No,Married,4,PhD
281,73,Female,High,No,6,No,Married,4,PhD
304,21,Other,Low,No,2,Yes,Divorced,2,Bachelor's
316,39,Other,High,Yes,2,No,Divorced,2,Bachelor's
32,29,Other,Medium,No,3,No,Married,0,Bachelor's
334,20,Male,Low,No,4,Yes,Married,4,Bachelor's
354,47,Female,Medium,Yes,0,Yes,Married,4,Bachelor's
359,33,Male,Low,Yes,2,No,Single,2,High School
361,65,Male,High,Yes,9,Yes,Single,3,Master's
375,72,Male,Medium,No,5,No,Divorced,3,Master's
396,37,Female,Low,No,5,Yes,Divorced,2,PhD
404,46,Female,Low,Yes,8,Yes,Married,0,PhD
429,29,Male,High,Yes,0,No,Married,1,High School
440,68,Other,High,Yes,8,No,Divorced,4,High School
461,61,Female,Low,No,9,Yes,Single,1,Bachelor's
498,67,Other,Medium,No,2,Yes,Divorced,3,Master's
516,45,Other,Medium,Yes,4,Yes,Married,2,Master's
522,29,Male,High,No,7,Yes,Divorced,2,High School
528,78,Female,Low,Yes,5,Yes,Married,0,High School
552,31,Male,Medium,Yes,3,Yes,Married,4,Master's
555,80,Male,Medium,No,8,Yes,Single,3,Master's
578,20,Female,Medium,Yes,1,No,Married,3,Bachelor's
58,24,Other,Low,No,2,No,Single,1,Master's
581,21,Male,High,Yes,2,Yes,Single,3,Bachelor's
589,45,Female,Medium,No,0,No,Married,4,PhD
596,20,Female,High,No,3,Yes,Married,0,PhD
601,24,Female,High,Yes,3,Yes,Married,4,Bachelor's
659,42,Other,High,No,8,Yes,Divorced,4,High School
688,78,Male,High,No,6,No,Single,0,High School
719,22,Male,Medium,No,7,No,Married,3,PhD
739,41,Female,Low,Yes,3,Yes,Divorced,1,PhD
740,73,Other,Medium,Yes,3,No,Single,1,Master's
744,47,Other,High,No,8,No,Single,4,High School
798,59,Other,High,No,1,Yes,Single,1,Master's
812,54,Female,Low,Yes,4,No,Married,0,Bachelor's
816,68,Female,Low,No,10,No,Single,2,PhD
821,75,Other,Low,No,0,No,Single,2,Master's
823,20,Male,High,Yes,10,No,Married,1,PhD
826,56,Male,High,Yes,5,No,Married,2,Bachelor's
841,26,Male,Medium,Yes,3,No,Single,3,PhD
874,41,Male,Low,No,7,No,Married,3,Master's
900,37,Female,High,No,2,Yes,Single,3,Master's
929,50,Other,Medium,No,10,No,Single,2,High School
937,79,Female,High,No,4,Yes,Married,3,High School
949,77,Other,Low,Yes,8,Yes,Married,3,Master's
955,46,Other,Low,Yes,6,No,Divorced,3,Master's
958,63,Other,Low,No,5,No,Married,3,Bachelor's
960,43,Male,Low,No,2,No,Divorced,4,Bachelor's
961,23,Other,High,Yes,4,Yes,Married,2,High School
980,59,Male,High,No,10,No,Single,0,Master's
994,61,Female,Low,No,3,Yes,Married,2,Master's
1006,18,Other,High,Yes,6,No,Divorced,0,Bachelor's
1019,49,Female,High,No,6,Yes,Divorced,0,PhD
1025,28,Other,Low,Yes,5,No,Married,2,Master's
131,62,Other,High,Yes,2,No,Single,2,Master's
140,41,Other,Low,No,4,Yes,Single,0,Master's
152,75,Other,Low,No,3,No,Divorced,3,Master's
189,43,Other,High,No,2,Yes,Single,1,Master's
195,56,Female,Low,Yes,8,No,Divorced,1,High School
199,49,Male,High,No,5,No,Married,2,PhD
202,54,Male,Low,No,4,No,Married,3,Bachelor's
207,60,Female,High,Yes,5,Yes,Married,0,PhD
248,56,Other,High,Yes,9,Yes,Married,0,PhD
254,54,Other,Low,No,8,No,Married,4,High School
270,66,Other,Medium,No,4,Yes,Married,0,Bachelor's
271,75,Male,Medium,No,5,No,Married,1,PhD
29,77,Male,Low,No,7,No,Single,1,Bachelor's
327,20,Male,High,No,9,Yes,Married,2,High School
347,28,Other,Low,No,8,Yes,Married,0,High School
365,66,Male,Low,Yes,4,No,Single,4,High School
370,29,Male,Medium,Yes,5,No,Married,1,Master's
392,25,Male,Medium,No,7,No,Single,4,Master's
394,55,Male,Low,No,9,No,Single,0,Bachelor's
442,25,Female,Medium,No,4,No,Married,3,High School
457,21,Female,High,Yes,2,No,Single,1,High School
462,45,Other,High,No,6,No,Married,4,High School
470,58,Other,High,Yes,9,No,Single,2,PhD
484,49,Male,Low,No,9,No,Single,3,High School
568,73,Female,Medium,No,1,No,Divorced,4,PhD
594,25,Female,Medium,No,2,Yes,Married,4,Bachelor's
617,76,Male,Medium,Yes,1,No,Married,2,PhD
623,74,Other,Low,Yes,9,Yes,Married,2,High School
628,20,Female,High,No,0,Yes,Divorced,1,Master's
636,49,Other,Medium,Yes,2,Yes,Married,4,PhD
640,19,Male,High,Yes,2,No,Married,2,High School
650,29,Other,Medium,Yes,4,Yes,Married,1,Master's
668,41,Female,High,No,8,Yes,Divorced,0,PhD
677,34,Male,High,Yes,4,Yes,Single,0,Master's
69,26,Male,High,Yes,5,No,Single,4,High School
690,61,Male,Medium,No,7,Yes,Divorced,1,Bachelor's
70,43,Other,Medium,No,7,Yes,Single,1,Master's
703,18,Other,Medium,Yes,10,No,Divorced,3,Master's
737,79,Other,Medium,No,5,No,Married,3,Bachelor's
741,28,Male,Medium,No,8,No,Married,0,Master's
743,23,Male,High,No,10,No,Single,4,PhD
753,21,Male,Low,Yes,5,Yes,Divorced,4,Master's
758,35,Female,Medium,No,10,No,Single,1,Master's
780,41,Other,Medium,Yes,2,No,Divorced,3,Bachelor's
794,79,Male,Low,Yes,4,No,Single,1,PhD
802,46,Male,Low,No,6,Yes,Single,2,Bachelor's
811,59,Female,Medium,Yes,4,Yes,Divorced,4,PhD
813,59,Other,Low,Yes,8,No,Single,2,Bachelor's
825,71,Other,High,No,3,No,Divorced,3,PhD
828,28,Male,Medium,No,5,No,Divorced,3,Bachelor's
836,64,Female,Low,No,10,Yes,Married,1,PhD
839,71,Male,Low,No,1,Yes,Divorced,0,Bachelor's
852,47,Female,Medium,No,9,No,Married,3,High School
877,35,Male,Medium,No,2,No,Single,1,PhD
884,65,Male,Medium,No,2,No,Divorced,3,High School
907,41,Other,Low,Yes,2,Yes,Divorced,0,High School
923,64,Female,High,No,2,No,Married,2,PhD
96,46,Other,High,No,1,Yes,Married,1,Bachelor's
975,54,Other,High,Yes,4,No,Divorced,1,Master's
99,61,Male,Low,Yes,9,No,Married,1,Master's
995,32,Other,Low,No,8,No,Single,1,Master's
1038,66,Other,High,No,9,No,Divorced,3,High School
128,58,Male,Low,Yes,8,No,Single,4,Bachelor's
15,41,Male,Medium,No,7,No,Divorced,3,PhD
162,72,Male,Low,No,5,No,Single,3,PhD
