product_id,product_name,product_brand,product_category,product_rating,product_review_count,product_stock,product_return_rate,product_size,product_weight
10185,Product D,Brand Y,Clothing,2.9,3,29,0.1,Large,8.12
10368,Product E,Brand X,Clothing,2.7,286,75,0.38,Large,1.12
1675,Product A,Brand Z,Toys,4.4,686,84,0.23,Small,3.31
2244,Product C,Brand Y,Electronics,4,814,7,0.28,Large,5.51
10182,Product B,Brand Z,Electronics,1.4,699,79,0.15,Large,2.24
10219,Product C,Brand Y,Furniture,2.4,846,87,0.12,Small,7.87
3423,Product D,Brand X,Groceries,1.7,600,95,0.03,Large,2.97
10170,Product C,Brand Z,Furniture,3,297,47,0.3,Small,5.46
10196,Product E,Brand X,Groceries,4.2,605,18,0.12,Medium,9.72
9708,Product D,Brand Z,Furniture,2.8,414,97,0.45,Large,1.22
9547,Product A,Brand X,Toys,2.5,965,48,0.17,Large,7.92
4281,Product C,Brand Z,Electronics,2.1,443,39,0.46,Small,3.54
7584,Product C,Brand Z,Clothing,3.3,875,26,0.08,Small,8.77
8339,Product A,Brand Z,Clothing,1.1,824,96,0.22,Medium,3.97
10263,Product E,Brand Y,Electronics,2.8,959,94,0.26,Medium,1.22
10327,Product B,Brand X,Groceries,4,593,82,0.49,Medium,6.22
10365,Product B,Brand Z,Toys,3.6,327,76,0.27,Small,2.58
2843,Product D,Brand X,Toys,4.5,312,45,0.03,Large,5.97
4839,Product A,Brand X,Furniture,4,286,28,0.13,Medium,7.44
10246,Product A,Brand Y,Groceries,1.1,666,18,0.32,Medium,9.01
10267,Product C,Brand X,Clothing,4.4,808,9,0.05,Large,1.31
4551,Product A,Brand X,Electronics,3.9,827,29,0.37,Medium,6.53
464,Product B,Brand X,Toys,1.6,574,55,0.16,Large,8.51
7796,Product D,Brand X,Toys,1.6,537,60,0.37,Medium,2.32
9888,Product A,Brand X,Groceries,1.4,207,82,0.15,Large,1.4
9922,Product C,Brand Z,Electronics,2.5,969,10,0.1,Large,1.62
10207,Product E,Brand Y,Groceries,5,864,55,0.21,Small,6.45
10384,Product B,Brand Z,Groceries,1.4,160,26,0.33,Large,7.64
8008,Product C,Brand Y,Groceries,4.8,542,95,0.46,Medium,7.53
1872,Product B,Brand X,Furniture,1.5,324,94,0.2,Large,3.14
8199,Product D,Brand X,Electronics,3.2,690,6,0.17,Large,2.79
1197,Product B,Brand Z,Furniture,4.4,240,78,0.49,Medium,9.04
4061,Product B,Brand Y,Furniture,2.7,529,73,0.41,Medium,5.61
1666,Product C,Brand Z,Clothing,3.9,903,72,0.46,Large,4.81
10289,Product B,Brand X,Furniture,3.2,851,30,0.48,Medium,7.94
6568,Product D,Brand X,Toys,2.9,856,9,0.06,Small,5.1
4999,Product D,Brand Z,Furniture,3.4,31,90,0.23,Medium,4.34
10022,Product A,Brand X,Electronics,4.6,807,99,0.44,Small,9.2
10117,Product D,Brand Z,Clothing,4.4,500,82,0.26,Medium,1.49
10147,Product E,Brand Z,Furniture,2.5,377,99,0.23,Small,3.56
10221,Product A,Brand Z,Furniture,1.3,398,67,0.11,Medium,9.61
9955,Product B,Brand Y,Groceries,2.3,528,63,0.47,Large,7.45
10278,Product A,Brand Z,Clothing,3.6,383,52,0.42,Small,0.85
10336,Product B,Brand X,Furniture,2.1,678,83,0.01,Large,5.72
1883,Product A,Brand Y,Clothing,3.3,678,74,0.38,Large,0.26
6108,Product A,Brand Z,Groceries,3.3,395,42,0.42,Medium,1.03
2579,Product D,Brand X,Clothing,1.8,993,48,0.42,Large,8.68
8420,Product B,Brand Y,Clothing,1.7,491,53,0.46,Medium,6.36
3833,Product A,Brand Z,Groceries,4.3,88,74,0.1,Small,2.09
2574,Product D,Brand X,Groceries,1.5,622,92,0.02,Small,6.7
9526,Product A,Brand Z,Toys,1.4,345,70,0.49,Small,4.47
7685,Product C,Brand Y,Electronics,3,662,21,0.13,Small,8.39
8768,Product B,Brand X,Clothing,4.3,469,86,0.28,Large,4.1
8296,Product D,Brand X,Furniture,3.5,937,30,0.18,Small,9.78
966,Product A,Brand Y,Electronics,1.8,408,66,0.21,Medium,3.37
6428,Product C,Brand Y,Groceries,4.6,875,46,0.05,Small,1.39
466,Product D,Brand X,Groceries,4.5,564,0,0.27,Small,2.62
10090,Product C,Brand Z,Furniture,1.1,95,26,0.39,Small,5.69
4078,Product C,Brand Y,Furniture,1.3,187,24,0.28,Small,3.86
5007,Product D,Brand X,Toys,3,783,61,0.44,Small,0.2
2918,Product C,Brand Y,Clothing,1.8,440,54,0.14,Medium,4.97
9969,Product C,Brand Y,Furniture,1.6,292,10,0.31,Small,9.59
790,Product B,Brand X,Groceries,2,43,77,0.42,Large,4.5
10060,Product A,Brand Y,Electronics,5,397,31,0.37,Medium,9.45
10162,Product E,Brand Y,Toys,4,690,27,0.12,Small,0.48
10394,Product C,Brand Z,Clothing,3.7,843,9,0.32,Large,3.68
7111,Product A,Brand Z,Toys,1.9,187,69,0.1,Medium,2.08
7027,Product D,Brand Y,Groceries,3.8,165,72,0.28,Medium,7.38
4674,Product A,Brand X,Clothing,1,634,77,0.4,Large,2.21
10290,Product D,Brand X,Furniture,4.4,918,41,0.43,Large,8.54
10316,Product D,Brand X,Clothing,4.1,681,72,0.08,Large,5.62
10346,Product A,Brand Z,Furniture,1.7,12,61,0.49,Large,7.16
5170,Product C,Brand Z,Electronics,2.1,288,63,0.42,Large,9.33
9608,Product B,Brand X,Clothing,1.1,106,66,0.3,Small,9.51
4545,Product C,Brand X,Furniture,4.5,359,45,0.45,Small,8.75
891,Product C,Brand X,Toys,4.2,682,1,0.34,Medium,2.41
1453,Product B,Brand Y,Electronics,4.8,442,21,0.06,Large,3.54
4429,Product A,Brand X,Clothing,2.7,908,40,0.43,Medium,5.59
10033,Product C,Brand Y,Electronics,3.1,543,86,0.15,Small,2.71
10320,Product A,Brand Y,Groceries,1.4,244,2,0.19,Small,8.88
10333,Product B,Brand Z,Groceries,3.9,506,73,0.15,Large,6.46
10357,Product D,Brand X,Toys,3.1,478,79,0.41,Medium,3.34
10028,Product D,Brand Z,Clothing,4.4,118,0,0.06,Large,3.12
4573,Product D,Brand Y,Electronics,3.3,592,88,0.21,Large,1
10113,Product D,Brand Z,Electronics,4,692,92,0.49,Small,8.61
10244,Product A,Brand Y,Electronics,4.8,724,74,0.09,Large,3.22
10288,Product C,Brand X,Groceries,1.2,279,52,0.17,Large,7.14
2896,Product A,Brand Z,Groceries,2.3,128,62,0.47,Large,2.26
606,Product D,Brand Y,Toys,3.5,219,25,0,Small,7.14
9558,Product C,Brand Z,Furniture,4,376,52,0.38,Small,2.52
9537,Product A,Brand X,Toys,3.7,580,50,0.09,Large,3.59
9873,Product C,Brand Z,Toys,3.5,220,80,0.25,Small,6.43
10311,Product C,Brand Y,Groceries,3.5,23,68,0.19,Large,5.65
2457,Product A,Brand Y,Electronics,2.6,588,91,0.32,Medium,0.86
8378,Product C,Brand Y,Clothing,4.7,203,60,0.18,Medium,4.52
10198,Product E,Brand Y,Furniture,4.1,338,59,0.45,Medium,6.99
7307,Product D,Brand Z,Toys,1.9,355,45,0.02,Medium,3.56
10036,Product D,Brand Z,Groceries,2.2,553,73,0.31,Large,9.77
2848,Product B,Brand Y,Furniture,4.4,448,81,0.17,Large,8.33
5756,Product B,Brand Y,Toys,1.4,40,2,0.47,Medium,3.16
10231,Product E,Brand Z,Groceries,3.3,635,8,0.41,Medium,0.22
7113,Product A,Brand X,Toys,3.2,649,40,0.26,Medium,3.56
10019,Product A,Brand Y,Clothing,3.5,404,21,0.19,Medium,2.66
10247,Product E,Brand Y,Groceries,3.2,502,94,0.19,Small,3.51
7291,Product C,Brand Z,Clothing,3.3,490,62,0.29,Large,2.67
2610,Product D,Brand X,Toys,3.8,675,90,0.4,Small,0.14
7728,Product B,Brand Y,Toys,1.8,413,71,0.15,Medium,4.82
10123,Product C,Brand X,Electronics,3.7,795,29,0.38,Large,9.37
10150,Product D,Brand X,Toys,3.1,461,60,0.26,Medium,6.7
10178,Product A,Brand Y,Groceries,1.1,609,61,0.13,Small,4.93
10189,Product E,Brand Y,Groceries,2.3,821,35,0.23,Large,0.36
1091,Product A,Brand Y,Clothing,4.1,208,18,0.37,Small,5.38
9954,Product C,Brand Y,Clothing,2.5,16,9,0.1,Small,2.82
10355,Product A,Brand X,Groceries,1.7,670,2,0.41,Small,0.98
2771,Product C,Brand Y,Furniture,4.8,147,9,0.16,Large,8.77
10228,Product A,Brand Z,Groceries,1.4,395,30,0.3,Small,7.76
10304,Product B,Brand Z,Toys,2,3,9,0.44,Small,3.11
3024,Product C,Brand Z,Furniture,3.1,545,45,0.35,Large,3.64
9938,Product A,Brand X,Groceries,3,200,100,0.15,Large,0.68
10075,Product D,Brand Y,Toys,4.1,798,75,0.04,Large,5.87
10360,Product D,Brand Z,Toys,4.7,387,31,0.25,Small,9.07
554,Product D,Brand X,Toys,3.8,483,91,0.31,Large,5.43
9991,Product A,Brand Z,Clothing,1.1,476,26,0.3,Medium,5.95
10045,Product B,Brand Z,Electronics,3.9,490,7,0.16,Medium,1.72
5253,Product D,Brand Y,Groceries,2.3,748,70,0.04,Large,6.58
9282,Product A,Brand X,Groceries,4.9,151,1,0.46,Small,6.65
8115,Product C,Brand X,Furniture,2.4,275,54,0.36,Small,4.99
9892,Product E,Brand Z,Clothing,2.7,1,62,0.33,Small,6.7
10031,Product D,Brand X,Groceries,3.3,768,78,0.1,Large,7.38
10220,Product C,Brand X,Furniture,4.7,860,28,0.22,Small,2.53
10398,Product C,Brand Y,Toys,1,932,10,0.05,Large,1.26
10037,Product B,Brand Z,Furniture,1.1,673,73,0.15,Small,8.03
288,Product D,Brand Z,Clothing,4.1,90,11,0.17,Medium,1.47
2352,Product D,Brand Z,Clothing,4.5,918,59,0.5,Large,0.3
9618,Product D,Brand Y,Furniture,2.8,851,69,0.15,Medium,4.56
10266,Product C,Brand Z,Clothing,4.4,262,68,0.05,Large,3.74
10351,Product E,Brand Y,Electronics,1.6,3,62,0.3,Large,5.8
9609,Product D,Brand X,Toys,2.3,195,74,0.4,Large,4.66
2613,Product B,Brand Z,Furniture,1.5,761,72,0.34,Small,0.71
10012,Product C,Brand Y,Furniture,2.8,981,43,0.01,Small,7.67
10172,Product C,Brand X,Toys,3.4,794,2,0.05,Medium,6.23
10236,Product C,Brand Z,Electronics,2.2,515,7,0.12,Small,4.3
10262,Product C,Brand Y,Furniture,2.5,618,38,0.12,Medium,4.88
135,Product C,Brand Y,Furniture,3.5,731,66,0.3,Small,6.78
10376,Product D,Brand Z,Groceries,4.4,33,7,0.2,Large,4.63
9940,Product C,Brand X,Groceries,2.8,273,43,0.1,Medium,7.2
10367,Product D,Brand Z,Furniture,1.2,7,35,0.29,Medium,7.41
10400,Product E,Brand Z,Clothing,3.2,229,19,0.06,Large,5.91
7671,Product D,Brand Z,Clothing,2.8,176,61,0.13,Small,0.39
9928,Product D,Brand Z,Groceries,2.3,102,74,0.2,Large,3.55
9998,Product D,Brand X,Groceries,4.7,387,59,0.25,Small,2.55
9999,Product E,Brand Z,Groceries,4.8,475,18,0.35,Large,4.88
10129,Product D,Brand Z,Furniture,2.5,636,5,0.28,Small,5.01
10268,Product A,Brand Z,Clothing,2,605,57,0.22,Medium,4.25
10387,Product E,Brand Y,Furniture,3.4,958,2,0.12,Large,2.14
6054,Product A,Brand Y,Furniture,4.6,171,68,0.17,Large,8.32
8268,Product D,Brand Y,Clothing,4.3,984,34,0.12,Small,1.36
3137,Product D,Brand Z,Toys,2.4,870,47,0.49,Small,2.2
10065,Product D,Brand X,Furniture,1.8,405,59,0.1,Small,2.3
10169,Product E,Brand X,Toys,2.2,765,92,0.02,Medium,7.69
5367,Product A,Brand Y,Electronics,4.9,329,26,0.08,Large,1.63
6803,Product B,Brand Z,Groceries,3.5,101,17,0.06,Small,1.18
9080,Product A,Brand Z,Clothing,3.6,173,49,0.1,Small,5.15
9343,Product D,Brand Z,Clothing,4.1,554,29,0.26,Small,7.23
4066,Product C,Brand Z,Toys,4.8,234,87,0.45,Small,2.79
10017,Product E,Brand Z,Clothing,2.7,544,72,0.21,Large,1.39
10158,Product C,Brand Y,Furniture,4.3,558,62,0.23,Large,6.88
10312,Product C,Brand X,Toys,3.6,953,47,0.05,Small,8.99
1612,Product B,Brand X,Toys,3.4,13,0,0.07,Small,0.58
6885,Product C,Brand Z,Furniture,3.9,644,56,0.07,Large,9.04
9899,Product D,Brand Y,Toys,1.2,682,13,0.47,Large,4.32
9915,Product B,Brand X,Electronics,4.6,986,68,0.42,Large,0.3
10029,Product C,Brand Y,Electronics,3,858,78,0.15,Medium,5.36
10206,Product C,Brand Y,Toys,3.1,110,80,0.07,Medium,4.74
5720,Product C,Brand X,Electronics,4.5,951,92,0.36,Large,8.61
5936,Product B,Brand Y,Furniture,3.6,61,56,0.33,Small,0.7
2545,Product A,Brand Z,Clothing,4,214,63,0.04,Medium,4.28
9685,Product D,Brand Z,Groceries,2.4,605,67,0.37,Medium,7.08
6403,Product A,Brand X,Electronics,4.4,259,39,0.04,Small,5.29
8091,Product D,Brand X,Clothing,1.8,402,0,0.27,Small,4.24
10396,Product A,Brand Y,Electronics,2,382,29,0.48,Small,5.58
6528,Product B,Brand Y,Furniture,4.8,988,29,0.03,Large,0.32
4503,Product C,Brand Y,Electronics,2.8,646,2,0.18,Large,2.44
8109,Product D,Brand X,Groceries,1.2,290,86,0.1,Small,6.84
5875,Product C,Brand Y,Furniture,4.3,600,33,0.45,Large,3.6
9990,Product D,Brand Y,Toys,4.6,203,34,0.48,Small,1.43
10016,Product D,Brand X,Furniture,2.4,566,16,0.06,Medium,6.39
10126,Product E,Brand Y,Groceries,1.8,821,81,0.09,Small,7.77
2593,Product D,Brand Z,Toys,2.7,762,74,0.38,Large,1.02
10224,Product D,Brand Y,Electronics,2.5,57,59,0.16,Large,7.5
10397,Product B,Brand X,Electronics,2.4,118,22,0.49,Medium,0.91
2913,Product D,Brand X,Toys,2.8,122,11,0.2,Small,6.08
6672,Product A,Brand X,Electronics,1.7,367,91,0.27,Medium,2.36
9984,Product C,Brand Y,Groceries,4.1,202,30,0.36,Small,7.15
6295,Product B,Brand X,Clothing,3.7,820,23,0.31,Small,4.02
9727,Product B,Brand X,Clothing,1.6,102,82,0.14,Large,8.13
8120,Product C,Brand X,Electronics,1.4,712,52,0.41,Medium,3.49
8973,Product B,Brand Y,Furniture,4.6,123,70,0.32,Small,0.8
9202,Product B,Brand Y,Electronics,4.2,812,27,0.33,Small,3.89
9907,Product C,Brand Z,Furniture,2.7,695,84,0.38,Medium,0.23
9924,Product E,Brand Y,Toys,4.9,154,23,0.13,Small,7.21
9937,Product B,Brand X,Clothing,1.6,300,12,0.35,Large,6.08
9995,Product A,Brand X,Electronics,3,271,58,0,Small,1.69
10039,Product C,Brand Z,Groceries,4.4,317,71,0.12,Small,0.44
10203,Product D,Brand Z,Furniture,3.1,371,3,0.37,Large,0.5
3281,Product B,Brand Z,Furniture,2.5,933,56,0.34,Large,4.64
6456,Product A,Brand X,Toys,4.1,855,9,0.07,Medium,9.27
9917,Product E,Brand X,Electronics,3.2,335,71,0.08,Small,6.43
10023,Product C,Brand Y,Electronics,3.9,950,41,0.43,Large,9.57
10071,Product C,Brand Z,Toys,4,836,78,0.05,Medium,0.56
10098,Product C,Brand Z,Clothing,4,130,69,0.02,Large,3.01
4913,Product C,Brand Z,Toys,3.8,894,18,0.14,Small,7.29
1972,Product C,Brand Y,Electronics,2.2,116,32,0.47,Large,6.64
5254,Product A,Brand Y,Furniture,2.3,261,35,0.1,Small,1.75
10230,Product D,Brand Z,Groceries,1.5,905,6,0.12,Small,4.1
10243,Product A,Brand X,Toys,4.2,720,52,0.26,Medium,7.3
1447,Product B,Brand X,Clothing,2.4,570,42,0.23,Medium,2.46
2021,Product C,Brand X,Electronics,4.2,875,3,0.39,Large,0.11
8544,Product A,Brand Z,Groceries,2.6,628,95,0.16,Large,2.42
4232,Product B,Brand Z,Clothing,4.1,267,11,0.15,Large,1.86
9920,Product B,Brand Z,Toys,3.7,284,41,0.42,Medium,6.35
9951,Product E,Brand Z,Clothing,3.5,255,87,0.46,Medium,1.44
10140,Product B,Brand X,Electronics,3.5,246,15,0.29,Large,8.31
10165,Product A,Brand X,Furniture,1.1,79,63,0.23,Large,5.76
10299,Product A,Brand Y,Toys,4.4,751,21,0.45,Large,0.87
2083,Product C,Brand X,Groceries,1.1,904,61,0.3,Large,8.91
10148,Product B,Brand Y,Furniture,4.2,44,100,0.35,Medium,5.5
10350,Product B,Brand Y,Electronics,3.7,73,12,0.22,Medium,4.95
931,Product B,Brand X,Groceries,1.5,364,75,0.02,Small,9.38
3767,Product A,Brand Y,Furniture,3.8,700,67,0.06,Small,6.96
7019,Product C,Brand Y,Groceries,3.5,891,20,0.32,Medium,3.25
3582,Product A,Brand Z,Groceries,4.1,769,62,0.32,Small,1.86
8940,Product D,Brand X,Furniture,3.9,840,4,0.17,Large,0.85
2218,Product D,Brand Z,Electronics,3.3,521,63,0.43,Large,2.99
853,Product D,Brand Z,Clothing,2.5,783,19,0.17,Medium,5.71
9880,Product B,Brand Z,Groceries,2.2,52,48,0.07,Large,2.93
10319,Product D,Brand Y,Toys,3.5,482,22,0.14,Small,8.05
7152,Product A,Brand X,Groceries,2.2,969,70,0.23,Medium,1.66
7706,Product A,Brand Z,Furniture,4.1,674,66,0.23,Small,0.75
9887,Product E,Brand X,Groceries,1.8,436,43,0.08,Medium,1.19
10083,Product E,Brand Z,Groceries,4.7,866,86,0.18,Medium,3.82
10314,Product D,Brand Z,Toys,2.4,74,80,0.08,Small,7.77
5553,Product C,Brand Z,Furniture,2.2,527,44,0.33,Small,2.38
356,Product A,Brand Z,Clothing,2.5,234,63,0.37,Small,2.3
317,Product B,Brand Y,Toys,4.2,515,58,0.02,Large,0.87
10401,Product E,Brand X,Clothing,2.9,768,42,0.16,Medium,6.54
9854,Product C,Brand X,Electronics,4.2,275,20,0.03,Small,2.97
604,Product A,Brand Z,Groceries,3.8,441,98,0.08,Medium,7.38
9905,Product A,Brand Z,Groceries,2.5,648,55,0.23,Small,5.01
9923,Product B,Brand Y,Furniture,4.3,288,66,0.38,Medium,8.6
9952,Product B,Brand Z,Furniture,4.6,462,37,0.02,Small,8.05
9971,Product E,Brand X,Furniture,1.6,188,59,0.49,Small,8.98
10136,Product E,Brand Z,Furniture,3.2,157,80,0.25,Medium,4.03
10177,Product B,Brand Y,Groceries,1.4,634,6,0.09,Large,2
5934,Product D,Brand Z,Toys,1.5,755,17,0.09,Medium,6.13
92,Product D,Brand Z,Groceries,4.4,701,5,0.13,Large,8.5
9909,Product E,Brand Y,Electronics,1.3,286,93,0.32,Small,7.44
9914,Product A,Brand Z,Furniture,2.1,173,52,0.11,Medium,7.41
9975,Product A,Brand Y,Clothing,3,910,30,0.48,Medium,4.26
10009,Product B,Brand X,Groceries,2.3,237,7,0.49,Large,7.16
8594,Product A,Brand Y,Furniture,4.6,994,66,0.25,Small,7.76
1446,Product A,Brand Z,Electronics,2.6,52,86,0.21,Small,2.54
4680,Product C,Brand Y,Electronics,3.1,788,18,0.1,Medium,9.11
10062,Product C,Brand X,Toys,3.7,43,70,0.02,Large,8.49
10211,Product C,Brand Z,Clothing,3.3,609,35,0.15,Small,0.84
10287,Product E,Brand X,Electronics,1,76,4,0.43,Large,0.17
10356,Product C,Brand X,Groceries,1.9,478,6,0.18,Large,5.03
9059,Product D,Brand Z,Groceries,4.1,866,74,0.41,Medium,7.96
5,Product B,Brand X,Groceries,2.4,46,87,0.3,Medium,5.22
9718,Product A,Brand Y,Groceries,4.1,443,89,0.22,Small,9.45
10086,Product A,Brand X,Electronics,2.1,242,12,0.19,Small,8.18
10303,Product D,Brand Y,Toys,3.8,745,21,0.31,Medium,9.39
6623,Product C,Brand X,Groceries,2.3,636,58,0.47,Small,3.76
10232,Product B,Brand X,Toys,4.2,138,80,0.15,Small,7.18
8804,Product C,Brand Z,Electronics,4.4,987,94,0.2,Small,4.52
8957,Product D,Brand Z,Clothing,1.6,579,80,0.38,Small,5.17
9902,Product B,Brand Z,Furniture,5,779,81,0.33,Small,8.18
9945,Product D,Brand Y,Clothing,1.1,6,92,0,Small,8.2
9959,Product B,Brand Y,Groceries,2.2,260,89,0.11,Medium,1.72
10184,Product E,Brand Y,Toys,3.2,433,18,0.09,Large,5.64
10272,Product D,Brand Y,Clothing,4.8,865,26,0.38,Medium,8.18
10352,Product C,Brand Z,Electronics,3.2,397,66,0.36,Large,3.22
532,Product A,Brand Y,Furniture,4.1,771,18,0.2,Medium,9.55
9206,Product C,Brand Y,Clothing,3.9,522,20,0.12,Small,6.55
9276,Product A,Brand Y,Clothing,4.2,747,14,0.26,Small,9.66
10015,Product C,Brand Y,Toys,4.6,739,23,0.22,Small,4.18
10254,Product A,Brand Z,Furniture,2.9,274,18,0.13,Medium,3.6
4858,Product A,Brand Y,Furniture,4.2,985,16,0.11,Large,6.06
8324,Product A,Brand X,Groceries,1.7,568,80,0.1,Small,8.4
9970,Product C,Brand Y,Electronics,4,989,74,0.18,Medium,4.54
10046,Product D,Brand Y,Furniture,4.9,596,3,0.27,Small,7.23
10201,Product E,Brand Z,Toys,3.3,813,71,0.07,Small,2.44
10238,Product C,Brand Z,Toys,4.1,15,75,0.32,Large,0.92
10277,Product D,Brand X,Toys,4.7,68,60,0.14,Small,1.34
10335,Product D,Brand Z,Electronics,4.5,203,60,0.39,Large,0.68
10379,Product A,Brand Y,Clothing,4.6,23,90,0.16,Large,9.75
9560,Product D,Brand X,Clothing,1.2,626,6,0.28,Small,0.53
9466,Product A,Brand X,Toys,1.1,566,54,0.48,Large,1.54
10383,Product C,Brand Y,Toys,1.2,799,53,0.08,Small,2.27
4643,Product C,Brand X,Clothing,2,861,86,0.3,Medium,1.26
7378,Product D,Brand X,Clothing,4.9,53,69,0.11,Medium,0.55
9879,Product B,Brand Y,Clothing,1.6,255,42,0.15,Large,7.98
9900,Product B,Brand Y,Clothing,3.8,226,46,0.15,Medium,8.73
9910,Product A,Brand X,Toys,2.5,723,21,0.09,Medium,0.61
10297,Product D,Brand Y,Groceries,1.3,321,67,0.26,Small,1.32
1163,Product C,Brand X,Groceries,1.8,11,68,0.08,Large,4.17
217,Product C,Brand Z,Groceries,1.4,256,8,0.4,Medium,6.42
9981,Product A,Brand Z,Furniture,2.7,204,93,0.44,Medium,0.14
10080,Product E,Brand Y,Groceries,1.1,921,69,0.47,Medium,7.09
10229,Product E,Brand X,Toys,2.6,412,93,0.21,Medium,6.05
10305,Product E,Brand Z,Furniture,2.8,286,63,0.49,Large,7.62
9463,Product A,Brand Y,Toys,1.9,580,90,0.02,Medium,6.05
10372,Product D,Brand X,Furniture,3.6,583,81,0.28,Large,7.32
10011,Product A,Brand X,Electronics,4.6,263,60,0.06,Small,6.81
7985,Product A,Brand X,Electronics,2,189,73,0.25,Small,9.49
9932,Product A,Brand X,Furniture,4.1,978,76,0.16,Large,3.8
10005,Product C,Brand X,Groceries,3.5,293,12,0.02,Large,5.01
10035,Product C,Brand X,Toys,3.4,365,96,0.4,Large,5.68
10041,Product E,Brand X,Electronics,2.4,17,37,0.42,Large,6.04
10145,Product E,Brand X,Furniture,1.7,193,60,0.24,Small,5.05
10281,Product B,Brand Y,Furniture,3.6,309,62,0.18,Large,6.44
10408,Product C,Brand Z,Electronics,2,291,41,0.23,Small,0.71
2213,Product B,Brand Y,Toys,1.4,332,68,0.22,Small,1.38
6698,Product B,Brand X,Furniture,2.5,276,71,0.46,Medium,8.99
6932,Product C,Brand X,Toys,2.2,591,76,0.04,Small,8.56
10026,Product B,Brand Z,Electronics,4.7,575,60,0.45,Small,3.31
10284,Product E,Brand X,Toys,1,116,1,0.39,Medium,3.48
5101,Product B,Brand X,Toys,1.4,233,99,0.39,Medium,1.04
5721,Product A,Brand Z,Clothing,4.4,786,34,0.22,Small,3.4
9738,Product B,Brand Z,Groceries,1.9,409,45,0.37,Large,6.17
10063,Product E,Brand Y,Furniture,3.6,239,1,0.46,Small,7.84
10167,Product C,Brand Y,Furniture,4.8,833,92,0.36,Small,2.05
7330,Product C,Brand X,Groceries,3.2,553,79,0.05,Large,9.46
10066,Product C,Brand Z,Clothing,2.5,881,70,0.41,Large,3.71
10128,Product B,Brand X,Groceries,1.4,98,33,0.05,Large,7.05
10250,Product D,Brand X,Toys,2.1,348,31,0.01,Small,4.16
7581,Product B,Brand Y,Groceries,1.2,753,54,0.05,Small,9.17
1310,Product C,Brand X,Clothing,3.1,235,88,0.12,Large,3.13
5262,Product D,Brand Y,Groceries,4,542,97,0.42,Medium,8.33
10240,Product C,Brand X,Toys,1.5,650,42,0.11,Large,7.93
7534,Product B,Brand Z,Clothing,1.7,778,70,0.26,Large,1.77
9885,Product B,Brand Z,Groceries,3,698,42,0.29,Large,5.4
10371,Product C,Brand Z,Electronics,4.4,887,50,0.34,Large,3.53
1376,Product B,Brand X,Clothing,3.8,501,40,0.11,Medium,0.91
2614,Product C,Brand Y,Groceries,4.4,351,93,0.29,Small,7.76
8637,Product C,Brand Y,Toys,2.6,956,43,0.34,Small,6.83
10279,Product B,Brand X,Groceries,4.4,706,73,0.41,Medium,2.19
10404,Product B,Brand X,Groceries,3.4,269,38,0.3,Small,8.11
4881,Product D,Brand Y,Toys,2.3,771,27,0.28,Medium,2.16
10186,Product B,Brand Y,Furniture,3.9,830,16,0.33,Large,2.65
10373,Product E,Brand X,Groceries,3.6,24,52,0.22,Small,7.74
4823,Product A,Brand Z,Electronics,4.1,236,11,0.11,Large,2.06
5139,Product B,Brand Y,Groceries,2.9,656,13,0.12,Medium,0.44
10085,Product B,Brand Y,Groceries,1.6,783,56,0.39,Small,5.13
10337,Product D,Brand Y,Toys,2.6,266,90,0.29,Small,8.41
560,Product B,Brand X,Groceries,3.8,474,58,0.24,Small,4.93
9878,Product A,Brand X,Electronics,3.8,645,16,0.26,Medium,5.25
3121,Product A,Brand X,Toys,4.2,486,53,0.48,Medium,3.39
10116,Product D,Brand Y,Clothing,3.2,600,79,0.41,Large,5.57
10251,Product E,Brand Z,Furniture,1.4,850,50,0.22,Medium,4.38
10389,Product A,Brand Z,Clothing,3.9,662,64,0.23,Small,3.26
7928,Product C,Brand X,Groceries,2.6,54,21,0.31,Medium,9.32
9904,Product C,Brand Y,Furniture,1.3,225,94,0.3,Large,0.31
10210,Product A,Brand Y,Electronics,1.1,314,24,0.42,Large,0.87
10294,Product B,Brand Y,Groceries,4.6,21,89,0.06,Small,8.13
100,Product D,Brand Y,Toys,2.4,521,87,0.35,Large,6.68
5647,Product A,Brand Z,Toys,1.7,675,75,0.3,Large,1.78
6796,Product B,Brand Z,Toys,4.1,204,89,0.18,Large,8.13
6395,Product D,Brand Y,Furniture,1.5,10,33,0.18,Medium,7.63
10049,Product E,Brand Y,Furniture,3,952,53,0.31,Small,5.08
10292,Product C,Brand Z,Groceries,2,750,70,0.25,Large,8.16
10411,Product C,Brand X,Clothing,2.6,1000,53,0.12,Small,7.2
8917,Product D,Brand Y,Furniture,1.3,412,34,0.04,Small,1.52
9847,Product B,Brand Y,Clothing,1.9,205,19,0.38,Medium,3.57
9502,Product D,Brand X,Furniture,4.8,632,43,0.19,Small,4.61
10073,Product A,Brand Y,Electronics,5,278,21,0.19,Large,9.11
6224,Product A,Brand X,Groceries,3.6,19,14,0.09,Medium,9.57
9944,Product A,Brand Z,Groceries,1.6,648,76,0.19,Large,2.51
10119,Product E,Brand Y,Clothing,4.3,434,65,0.4,Large,8.11
10358,Product C,Brand Z,Toys,4.9,128,86,0.36,Small,6.37
10183,Product C,Brand Z,Clothing,1.3,743,47,0.2,Small,7.87
10353,Product C,Brand X,Groceries,1.7,484,32,0.43,Medium,2.52
