date_sk,full_date,year,quarter,month,month_name,week_of_year,day,day_of_week,day_name
20230322,2023-03-22,2023,1,3,March,12,22,4,Wednesday
20221124,2022-11-24,2022,4,11,November,47,24,5,Thursday
20220228,2022-02-28,2022,1,2,February,9,28,2,Monday
20220803,2022-08-03,2022,3,8,August,31,3,4,Wednesday
20200826,2020-08-26,2020,3,8,August,35,26,4,Wednesday
20230814,2023-08-14,2023,3,8,August,33,14,2,Monday
20200102,2020-01-02,2020,1,1,January,1,2,5,Thursday
20231204,2023-12-04,2023,4,12,December,49,4,2,Monday
20200928,2020-09-28,2020,3,9,September,40,28,2,Monday
20220628,2022-06-28,2022,2,6,June,26,28,3,Tuesday
20220930,2022-09-30,2022,3,9,September,39,30,6,Friday
20210306,2021-03-06,2021,1,3,March,9,6,7,Saturday
20220924,2022-09-24,2022,3,9,September,38,24,7,Saturday
20221214,2022-12-14,2022,4,12,December,50,14,4,Wednesday
20211030,2021-10-30,2021,4,10,October,43,30,7,Saturday
20230122,2023-01-22,2023,1,1,January,3,22,1,Sunday
20230324,2023-03-24,2023,1,3,March,12,24,6,Friday
20201121,2020-11-21,2020,4,11,November,47,21,7,Saturday
20220323,2022-03-23,2022,1,3,March,12,23,4,Wednesday
20221206,2022-12-06,2022,4,12,December,49,6,3,Tuesday
20200201,2020-02-01,2020,1,2,February,5,1,7,Saturday
20201020,2020-10-20,2020,4,10,October,43,20,3,Tuesday
20210209,2021-02-09,2021,1,2,February,6,9,3,Tuesday
20201214,2020-12-14,2020,4,12,December,51,14,2,Monday
20220505,2022-05-05,2022,2,5,May,18,5,5,Thursday
20200319,2020-03-19,2020,1,3,March,12,19,5,Thursday
20210627,2021-06-27,2021,2,6,June,25,27,1,Sunday
20200124,2020-01-24,2020,1,1,January,4,24,6,Friday
20211203,2021-12-03,2021,4,12,December,48,3,6,Friday
20201111,2020-11-11,2020,4,11,November,46,11,4,Wednesday
20200617,2020-06-17,2020,2,6,June,25,17,4,Wednesday
20221218,2022-12-18,2022,4,12,December,50,18,1,Sunday
20200630,2020-06-30,2020,2,6,June,27,30,3,Tuesday
20200604,2020-06-04,2020,2,6,June,23,4,5,Thursday
20231109,2023-11-09,2023,4,11,November,45,9,5,Thursday
20230518,2023-05-18,2023,2,5,May,20,18,5,Thursday
20220310,2022-03-10,2022,1,3,March,10,10,5,Thursday
20230510,2023-05-10,2023,2,5,May,19,10,4,Wednesday
20200626,2020-06-26,2020,2,6,June,26,26,6,Friday
20200906,2020-09-06,2020,3,9,September,36,6,1,Sunday
20210916,2021-09-16,2021,3,9,September,37,16,5,Thursday
20231001,2023-10-01,2023,4,10,October,39,1,1,Sunday
20220221,2022-02-21,2022,1,2,February,8,21,2,Monday
20220109,2022-01-09,2022,1,1,January,1,9,1,Sunday
20220927,2022-09-27,2022,3,9,September,39,27,3,Tuesday
20230615,2023-06-15,2023,2,6,June,24,15,5,Thursday
20221030,2022-10-30,2022,4,10,October,43,30,1,Sunday
20230810,2023-08-10,2023,3,8,August,32,10,5,Thursday
20230608,2023-06-08,2023,2,6,June,23,8,5,Thursday
20220718,2022-07-18,2022,3,7,July,29,18,2,Monday
20221118,2022-11-18,2022,4,11,November,46,18,6,Friday
20230428,2023-04-28,2023,2,4,April,17,28,6,Friday
20220708,2022-07-08,2022,3,7,July,27,8,6,Friday
20230331,2023-03-31,2023,1,3,March,13,31,6,Friday
20210502,2021-05-02,2021,2,5,May,17,2,1,Sunday
20210122,2021-01-22,2021,1,1,January,3,22,6,Friday
20200727,2020-07-27,2020,3,7,July,31,27,2,Monday
20221019,2022-10-19,2022,4,10,October,42,19,4,Wednesday
20230707,2023-07-07,2023,3,7,July,27,7,6,Friday
20200726,2020-07-26,2020,3,7,July,30,26,1,Sunday
20230101,2023-01-01,2023,1,1,January,52,1,1,Sunday
20230713,2023-07-13,2023,3,7,July,28,13,5,Thursday
20210211,2021-02-11,2021,1,2,February,6,11,5,Thursday
20230813,2023-08-13,2023,3,8,August,32,13,1,Sunday
20201008,2020-10-08,2020,4,10,October,41,8,5,Thursday
20200827,2020-08-27,2020,3,8,August,35,27,5,Thursday
20231224,2023-12-24,2023,4,12,December,51,24,1,Sunday
20230729,2023-07-29,2023,3,7,July,30,29,7,Saturday
20201014,2020-10-14,2020,4,10,October,42,14,4,Wednesday
20220619,2022-06-19,2022,2,6,June,24,19,1,Sunday
20230413,2023-04-13,2023,2,4,April,15,13,5,Thursday
20230530,2023-05-30,2023,2,5,May,22,30,3,Tuesday
20230109,2023-01-09,2023,1,1,January,2,9,2,Monday
20200525,2020-05-25,2020,2,5,May,22,25,2,Monday
20221229,2022-12-29,2022,4,12,December,52,29,5,Thursday
20210222,2021-02-22,2021,1,2,February,8,22,2,Monday
20210818,2021-08-18,2021,3,8,August,33,18,4,Wednesday
20220903,2022-09-03,2022,3,9,September,35,3,7,Saturday
20221204,2022-12-04,2022,4,12,December,48,4,1,Sunday
20211227,2021-12-27,2021,4,12,December,52,27,2,Monday
20210630,2021-06-30,2021,2,6,June,26,30,4,Wednesday
20200623,2020-06-23,2020,2,6,June,26,23,3,Tuesday
20200824,2020-08-24,2020,3,8,August,35,24,2,Monday
20201217,2020-12-17,2020,4,12,December,51,17,5,Thursday
20200714,2020-07-14,2020,3,7,July,29,14,3,Tuesday
20221224,2022-12-24,2022,4,12,December,51,24,7,Saturday
20230307,2023-03-07,2023,1,3,March,10,7,3,Tuesday
20230223,2023-02-23,2023,1,2,February,8,23,5,Thursday
20220731,2022-07-31,2022,3,7,July,30,31,1,Sunday
20200225,2020-02-25,2020,1,2,February,9,25,3,Tuesday
20200127,2020-01-27,2020,1,1,January,5,27,2,Monday
20230226,2023-02-26,2023,1,2,February,8,26,1,Sunday
20210920,2021-09-20,2021,3,9,September,38,20,2,Monday
20220114,2022-01-14,2022,1,1,January,2,14,6,Friday
20220528,2022-05-28,2022,2,5,May,21,28,7,Saturday
20231101,2023-11-01,2023,4,11,November,44,1,4,Wednesday
20221211,2022-12-11,2022,4,12,December,49,11,1,Sunday
20230913,2023-09-13,2023,3,9,September,37,13,4,Wednesday
20230725,2023-07-25,2023,3,7,July,30,25,3,Tuesday
20221215,2022-12-15,2022,4,12,December,50,15,5,Thursday
20231018,2023-10-18,2023,4,10,October,42,18,4,Wednesday
20230427,2023-04-27,2023,2,4,April,17,27,5,Thursday
20230601,2023-06-01,2023,2,6,June,22,1,5,Thursday
20220426,2022-04-26,2022,2,4,April,17,26,3,Tuesday
20231221,2023-12-21,2023,4,12,December,51,21,5,Thursday
20220918,2022-09-18,2022,3,9,September,37,18,1,Sunday
20220421,2022-04-21,2022,2,4,April,16,21,5,Thursday
20221115,2022-11-15,2022,4,11,November,46,15,3,Tuesday
20230402,2023-04-02,2023,2,4,April,13,2,1,Sunday
20230124,2023-01-24,2023,1,1,January,4,24,3,Tuesday
20221203,2022-12-03,2022,4,12,December,48,3,7,Saturday
20230803,2023-08-03,2023,3,8,August,31,3,5,Thursday
20220506,2022-05-06,2022,2,5,May,18,6,6,Friday
20201030,2020-10-30,2020,4,10,October,44,30,6,Friday
20200310,2020-03-10,2020,1,3,March,11,10,3,Tuesday
20220826,2022-08-26,2022,3,8,August,34,26,6,Friday
20230201,2023-02-01,2023,1,2,February,5,1,4,Wednesday
20210524,2021-05-24,2021,2,5,May,21,24,2,Monday
20221225,2022-12-25,2022,4,12,December,51,25,1,Sunday
20211209,2021-12-09,2021,4,12,December,49,9,5,Thursday
20210609,2021-06-09,2021,2,6,June,23,9,4,Wednesday
20220612,2022-06-12,2022,2,6,June,23,12,1,Sunday
20200930,2020-09-30,2020,3,9,September,40,30,4,Wednesday
20230719,2023-07-19,2023,3,7,July,29,19,4,Wednesday
20200129,2020-01-29,2020,1,1,January,5,29,4,Wednesday
20230503,2023-05-03,2023,2,5,May,18,3,4,Wednesday
20211215,2021-12-15,2021,4,12,December,50,15,4,Wednesday
20230607,2023-06-07,2023,2,6,June,23,7,4,Wednesday
20200209,2020-02-09,2020,1,2,February,6,9,1,Sunday
20230917,2023-09-17,2023,3,9,September,37,17,1,Sunday
20210719,2021-07-19,2021,3,7,July,29,19,2,Monday
20201107,2020-11-07,2020,4,11,November,45,7,7,Saturday
20220204,2022-02-04,2022,1,2,February,5,4,6,Friday
20201122,2020-11-22,2020,4,11,November,47,22,1,Sunday
20231213,2023-12-13,2023,4,12,December,50,13,4,Wednesday
20230914,2023-09-14,2023,3,9,September,37,14,5,Thursday
20201005,2020-10-05,2020,4,10,October,41,5,2,Monday
20221026,2022-10-26,2022,4,10,October,43,26,4,Wednesday
20221111,2022-11-11,2022,4,11,November,45,11,6,Friday
20230317,2023-03-17,2023,1,3,March,11,17,6,Friday
20220322,2022-03-22,2022,1,3,March,12,22,3,Tuesday
20210125,2021-01-25,2021,1,1,January,4,25,2,Monday
20200112,2020-01-12,2020,1,1,January,2,12,1,Sunday
20230320,2023-03-20,2023,1,3,March,12,20,2,Monday
20210505,2021-05-05,2021,2,5,May,18,5,4,Wednesday
20200423,2020-04-23,2020,2,4,April,17,23,5,Thursday
20230525,2023-05-25,2023,2,5,May,21,25,5,Thursday
20231228,2023-12-28,2023,4,12,December,52,28,5,Thursday
20231006,2023-10-06,2023,4,10,October,40,6,6,Friday
20210816,2021-08-16,2021,3,8,August,33,16,2,Monday
20210106,2021-01-06,2021,1,1,January,1,6,4,Wednesday
20200704,2020-07-04,2020,3,7,July,27,4,7,Saturday
20210518,2021-05-18,2021,2,5,May,20,18,3,Tuesday
20220422,2022-04-22,2022,2,4,April,16,22,6,Friday
20201129,2020-11-29,2020,4,11,November,48,29,1,Sunday
20200202,2020-02-02,2020,1,2,February,5,2,1,Sunday
20201209,2020-12-09,2020,4,12,December,50,9,4,Wednesday
20230106,2023-01-06,2023,1,1,January,1,6,6,Friday
20220907,2022-09-07,2022,3,9,September,36,7,4,Wednesday
20230202,2023-02-02,2023,1,2,February,5,2,5,Thursday
20231123,2023-11-23,2023,4,11,November,47,23,5,Thursday
20230519,2023-05-19,2023,2,5,May,20,19,6,Friday
20211125,2021-11-25,2021,4,11,November,47,25,5,Thursday
20210605,2021-06-05,2021,2,6,June,22,5,7,Saturday
20221207,2022-12-07,2022,4,12,December,49,7,4,Wednesday
20220408,2022-04-08,2022,2,4,April,14,8,6,Friday
20220919,2022-09-19,2022,3,9,September,38,19,2,Monday
20230221,2023-02-21,2023,1,2,February,8,21,3,Tuesday
20221104,2022-11-04,2022,4,11,November,44,4,6,Friday
20230212,2023-02-12,2023,1,2,February,6,12,1,Sunday
20220123,2022-01-23,2022,1,1,January,3,23,1,Sunday
20220719,2022-07-19,2022,3,7,July,29,19,3,Tuesday
20230522,2023-05-22,2023,2,5,May,21,22,2,Monday
20220727,2022-07-27,2022,3,7,July,30,27,4,Wednesday
20220802,2022-08-02,2022,3,8,August,31,2,3,Tuesday
20231225,2023-12-25,2023,4,12,December,52,25,2,Monday
20230520,2023-05-20,2023,2,5,May,20,20,7,Saturday
20221014,2022-10-14,2022,4,10,October,41,14,6,Friday
20221212,2022-12-12,2022,4,12,December,50,12,2,Monday
20220723,2022-07-23,2022,3,7,July,29,23,7,Saturday
20230215,2023-02-15,2023,1,2,February,7,15,4,Wednesday
20230412,2023-04-12,2023,2,4,April,15,12,4,Wednesday
20230115,2023-01-15,2023,1,1,January,2,15,1,Sunday
20231105,2023-11-05,2023,4,11,November,44,5,1,Sunday
20230802,2023-08-02,2023,3,8,August,31,2,4,Wednesday
20211018,2021-10-18,2021,4,10,October,42,18,2,Monday
20201208,2020-12-08,2020,4,12,December,50,8,3,Tuesday
20221021,2022-10-21,2022,4,10,October,42,21,6,Friday
20230414,2023-04-14,2023,2,4,April,15,14,6,Friday
20220523,2022-05-23,2022,2,5,May,21,23,2,Monday
20220524,2022-05-24,2022,2,5,May,21,24,3,Tuesday
20210422,2021-04-22,2021,2,4,April,16,22,5,Thursday
20210612,2021-06-12,2021,2,6,June,23,12,7,Saturday
20230314,2023-03-14,2023,1,3,March,11,14,3,Tuesday
20210909,2021-09-09,2021,3,9,September,36,9,5,Thursday
20220816,2022-08-16,2022,3,8,August,33,16,3,Tuesday
20220519,2022-05-19,2022,2,5,May,20,19,5,Thursday
20220808,2022-08-08,2022,3,8,August,32,8,2,Monday
20210319,2021-03-19,2021,1,3,March,11,19,6,Friday
20231028,2023-10-28,2023,4,10,October,43,28,7,Saturday
20200217,2020-02-17,2020,1,2,February,8,17,2,Monday
20221127,2022-11-27,2022,4,11,November,47,27,1,Sunday
20211004,2021-10-04,2021,4,10,October,40,4,2,Monday
20221108,2022-11-08,2022,4,11,November,45,8,3,Tuesday
20220131,2022-01-31,2022,1,1,January,5,31,2,Monday
20230209,2023-02-09,2023,1,2,February,6,9,5,Thursday
20211015,2021-10-15,2021,4,10,October,41,15,6,Friday
20211005,2021-10-05,2021,4,10,October,40,5,3,Tuesday
20230225,2023-02-25,2023,1,2,February,8,25,7,Saturday
20231127,2023-11-27,2023,4,11,November,48,27,2,Monday
20230104,2023-01-04,2023,1,1,January,1,4,4,Wednesday
20210214,2021-02-14,2021,1,2,February,6,14,1,Sunday
20231022,2023-10-22,2023,4,10,October,42,22,1,Sunday
20230717,2023-07-17,2023,3,7,July,29,17,2,Monday
20221024,2022-10-24,2022,4,10,October,43,24,2,Monday
20210607,2021-06-07,2021,2,6,June,23,7,2,Monday
20230920,2023-09-20,2023,3,9,September,38,20,4,Wednesday
20220515,2022-05-15,2022,2,5,May,19,15,1,Sunday
20230919,2023-09-19,2023,3,9,September,38,19,3,Tuesday
20211231,2021-12-31,2021,4,12,December,52,31,6,Friday
20210310,2021-03-10,2021,1,3,March,10,10,4,Wednesday
20210830,2021-08-30,2021,3,8,August,35,30,2,Monday
20220701,2022-07-01,2022,3,7,July,26,1,6,Friday
20230930,2023-09-30,2023,3,9,September,39,30,7,Saturday
20221109,2022-11-09,2022,4,11,November,45,9,4,Wednesday
20220416,2022-04-16,2022,2,4,April,15,16,7,Saturday
20220121,2022-01-21,2022,1,1,January,3,21,6,Friday
20220126,2022-01-26,2022,1,1,January,4,26,4,Wednesday
20230308,2023-03-08,2023,1,3,March,10,8,4,Wednesday
20230804,2023-08-04,2023,3,8,August,31,4,6,Friday
20230823,2023-08-23,2023,3,8,August,34,23,4,Wednesday
20231222,2023-12-22,2023,4,12,December,51,22,6,Friday
20220201,2022-02-01,2022,1,2,February,5,1,3,Tuesday
20220110,2022-01-10,2022,1,1,January,2,10,2,Monday
20231007,2023-10-07,2023,4,10,October,40,7,7,Saturday
20231104,2023-11-04,2023,4,11,November,44,4,7,Saturday
20221009,2022-10-09,2022,4,10,October,40,9,1,Sunday
20220512,2022-05-12,2022,2,5,May,19,12,5,Thursday
20221128,2022-11-28,2022,4,11,November,48,28,2,Monday
20231122,2023-11-22,2023,4,11,November,47,22,4,Wednesday
20230404,2023-04-04,2023,2,4,April,14,4,3,Tuesday
20230727,2023-07-27,2023,3,7,July,30,27,5,Thursday
20221201,2022-12-01,2022,4,12,December,48,1,5,Thursday
20220909,2022-09-09,2022,3,9,September,36,9,6,Friday
20220717,2022-07-17,2022,3,7,July,28,17,1,Sunday
20210526,2021-05-26,2021,2,5,May,21,26,4,Wednesday
20230127,2023-01-27,2023,1,1,January,4,27,6,Friday
20220129,2022-01-29,2022,1,1,January,4,29,7,Saturday
20220412,2022-04-12,2022,2,4,April,15,12,3,Tuesday
20230220,2023-02-20,2023,1,2,February,8,20,2,Monday
20221105,2022-11-05,2022,4,11,November,44,5,7,Saturday
20210101,2021-01-01,2021,1,1,January,53,1,6,Friday
20210930,2021-09-30,2021,3,9,September,39,30,5,Thursday
20211130,2021-11-30,2021,4,11,November,48,30,3,Tuesday
20201206,2020-12-06,2020,4,12,December,49,6,1,Sunday
20200605,2020-06-05,2020,2,6,June,23,5,6,Friday
20210728,2021-07-28,2021,3,7,July,30,28,4,Wednesday
20230731,2023-07-31,2023,3,7,July,31,31,2,Monday
20210601,2021-06-01,2021,2,6,June,22,1,3,Tuesday
20220304,2022-03-04,2022,1,3,March,9,4,6,Friday
20210721,2021-07-21,2021,3,7,July,29,21,4,Wednesday
20200503,2020-05-03,2020,2,5,May,18,3,1,Sunday
20200601,2020-06-01,2020,2,6,June,23,1,2,Monday
20200404,2020-04-04,2020,2,4,April,14,4,7,Saturday
20210702,2021-07-02,2021,3,7,July,26,2,6,Friday
20230416,2023-04-16,2023,2,4,April,15,16,1,Sunday
20220618,2022-06-18,2022,2,6,June,24,18,7,Saturday
20220119,2022-01-19,2022,1,1,January,3,19,4,Wednesday
20211028,2021-10-28,2021,4,10,October,43,28,5,Thursday
20210327,2021-03-27,2021,1,3,March,12,27,7,Saturday
20200625,2020-06-25,2020,2,6,June,26,25,5,Thursday
20220601,2022-06-01,2022,2,6,June,22,1,4,Wednesday
20231031,2023-10-31,2023,4,10,October,44,31,3,Tuesday
20220901,2022-09-01,2022,3,9,September,35,1,5,Thursday
20211226,2021-12-26,2021,4,12,December,51,26,1,Sunday
20210311,2021-03-11,2021,1,3,March,10,11,5,Thursday
20200613,2020-06-13,2020,2,6,June,24,13,7,Saturday
20200103,2020-01-03,2020,1,1,January,1,3,6,Friday
20200223,2020-02-23,2020,1,2,February,8,23,1,Sunday
20231226,2023-12-26,2023,4,12,December,52,26,3,Tuesday
20201224,2020-12-24,2020,4,12,December,52,24,5,Thursday
20221217,2022-12-17,2022,4,12,December,50,17,7,Saturday
20230301,2023-03-01,2023,1,3,March,9,1,4,Wednesday
20221228,2022-12-28,2022,4,12,December,52,28,4,Wednesday
20220714,2022-07-14,2022,3,7,July,28,14,5,Thursday
20220922,2022-09-22,2022,3,9,September,38,22,5,Thursday
20220629,2022-06-29,2022,2,6,June,26,29,4,Wednesday
20230227,2023-02-27,2023,1,2,February,9,27,2,Monday
20231126,2023-11-26,2023,4,11,November,47,26,1,Sunday
20220617,2022-06-17,2022,2,6,June,24,17,6,Friday
20230922,2023-09-22,2023,3,9,September,38,22,6,Friday
20230125,2023-01-25,2023,1,1,January,4,25,4,Wednesday
20220317,2022-03-17,2022,1,3,March,11,17,5,Thursday
20230407,2023-04-07,2023,2,4,April,14,7,6,Friday
20220309,2022-03-09,2022,1,3,March,10,9,4,Wednesday
20220929,2022-09-29,2022,3,9,September,39,29,5,Thursday
20221005,2022-10-05,2022,4,10,October,40,5,4,Wednesday
20201007,2020-10-07,2020,4,10,October,41,7,4,Wednesday
20230621,2023-06-21,2023,2,6,June,25,21,4,Wednesday
20200314,2020-03-14,2020,1,3,March,11,14,7,Saturday
20220527,2022-05-27,2022,2,5,May,21,27,6,Friday
20220611,2022-06-11,2022,2,6,June,23,11,7,Saturday
20201027,2020-10-27,2020,4,10,October,44,27,3,Tuesday
20200302,2020-03-02,2020,1,3,March,10,2,2,Monday
20200904,2020-09-04,2020,3,9,September,36,4,6,Friday
20210813,2021-08-13,2021,3,8,August,32,13,6,Friday
20230303,2023-03-03,2023,1,3,March,9,3,6,Friday
20220921,2022-09-21,2022,3,9,September,38,21,4,Wednesday
20230325,2023-03-25,2023,1,3,March,12,25,7,Saturday
20200719,2020-07-19,2020,3,7,July,29,19,1,Sunday
20211208,2021-12-08,2021,4,12,December,49,8,4,Wednesday
20231116,2023-11-16,2023,4,11,November,46,16,5,Thursday
20210717,2021-07-17,2021,3,7,July,28,17,7,Saturday
20230710,2023-07-10,2023,3,7,July,28,10,2,Monday
20201226,2020-12-26,2020,4,12,December,52,26,7,Saturday
20210409,2021-04-09,2021,2,4,April,14,9,6,Friday
20220720,2022-07-20,2022,3,7,July,29,20,4,Wednesday
20231012,2023-10-12,2023,4,10,October,41,12,5,Thursday
20200307,2020-03-07,2020,1,3,March,10,7,7,Saturday
20211001,2021-10-01,2021,4,10,October,39,1,6,Friday
20211021,2021-10-21,2021,4,10,October,42,21,5,Thursday
20210115,2021-01-15,2021,1,1,January,2,15,6,Friday
20221216,2022-12-16,2022,4,12,December,50,16,6,Friday
20210820,2021-08-20,2021,3,8,August,33,20,6,Friday
20221213,2022-12-13,2022,4,12,December,50,13,3,Tuesday
20231121,2023-11-21,2023,4,11,November,47,21,3,Tuesday
20230107,2023-01-07,2023,1,1,January,1,7,7,Saturday
20211213,2021-12-13,2021,4,12,December,50,13,2,Monday
20230723,2023-07-23,2023,3,7,July,29,23,1,Sunday
20230623,2023-06-23,2023,2,6,June,25,23,6,Friday
20220316,2022-03-16,2022,1,3,March,11,16,4,Wednesday
20230817,2023-08-17,2023,3,8,August,33,17,5,Thursday
20220419,2022-04-19,2022,2,4,April,16,19,3,Tuesday
20200913,2020-09-13,2020,3,9,September,37,13,1,Sunday
20230902,2023-09-02,2023,3,9,September,35,2,7,Saturday
20211221,2021-12-21,2021,4,12,December,51,21,3,Tuesday
20221230,2022-12-30,2022,4,12,December,52,30,6,Friday
20210216,2021-02-16,2021,1,2,February,7,16,3,Tuesday
20220320,2022-03-20,2022,1,3,March,11,20,1,Sunday
20211027,2021-10-27,2021,4,10,October,43,27,4,Wednesday
20210804,2021-08-04,2021,3,8,August,31,4,4,Wednesday
20230630,2023-06-30,2023,2,6,June,26,30,6,Friday
20230128,2023-01-28,2023,1,1,January,4,28,7,Saturday
20231029,2023-10-29,2023,4,10,October,43,29,1,Sunday
20220713,2022-07-13,2022,3,7,July,28,13,4,Wednesday
20230403,2023-04-03,2023,2,4,April,14,3,2,Monday
20230523,2023-05-23,2023,2,5,May,21,23,3,Tuesday
20220107,2022-01-07,2022,1,1,January,1,7,6,Friday
20230531,2023-05-31,2023,2,5,May,22,31,4,Wednesday
20220108,2022-01-08,2022,1,1,January,1,8,7,Saturday
20230507,2023-05-07,2023,2,5,May,18,7,1,Sunday
20230521,2023-05-21,2023,2,5,May,20,21,1,Sunday
20220712,2022-07-12,2022,3,7,July,28,12,3,Tuesday
20230714,2023-07-14,2023,3,7,July,28,14,6,Friday
20220501,2022-05-01,2022,2,5,May,17,1,1,Sunday
20221008,2022-10-08,2022,4,10,October,40,8,7,Saturday
20230117,2023-01-17,2023,1,1,January,3,17,3,Tuesday
20220608,2022-06-08,2022,2,6,June,23,8,4,Wednesday
20231210,2023-12-10,2023,4,12,December,49,10,1,Sunday
20200821,2020-08-21,2020,3,8,August,34,21,6,Friday
20200316,2020-03-16,2020,1,3,March,12,16,2,Monday
20230824,2023-08-24,2023,3,8,August,34,24,5,Thursday
20200926,2020-09-26,2020,3,9,September,39,26,7,Saturday
20230114,2023-01-14,2023,1,1,January,2,14,7,Saturday
20231008,2023-10-08,2023,4,10,October,40,8,1,Sunday
20200915,2020-09-15,2020,3,9,September,38,15,3,Tuesday
20220202,2022-02-02,2022,1,2,February,5,2,4,Wednesday
20211016,2021-10-16,2021,4,10,October,41,16,7,Saturday
20230828,2023-08-28,2023,3,8,August,35,28,2,Monday
20200101,2020-01-01,2020,1,1,January,1,1,4,Wednesday
20221122,2022-11-22,2022,4,11,November,47,22,3,Tuesday
20221003,2022-10-03,2022,4,10,October,40,3,2,Monday
20231227,2023-12-27,2023,4,12,December,52,27,4,Wednesday
20200614,2020-06-14,2020,2,6,June,24,14,1,Sunday
20220801,2022-08-01,2022,3,8,August,31,1,2,Monday
20201227,2020-12-27,2020,4,12,December,52,27,1,Sunday
20231011,2023-10-11,2023,4,10,October,41,11,4,Wednesday
20200823,2020-08-23,2020,3,8,August,34,23,1,Sunday
20210414,2021-04-14,2021,2,4,April,15,14,4,Wednesday
20221023,2022-10-23,2022,4,10,October,42,23,1,Sunday
20220610,2022-06-10,2022,2,6,June,23,10,6,Friday
20210812,2021-08-12,2021,3,8,August,32,12,5,Thursday
20230222,2023-02-22,2023,1,2,February,8,22,4,Wednesday
20220113,2022-01-13,2022,1,1,January,2,13,5,Thursday
20211206,2021-12-06,2021,4,12,December,49,6,2,Monday
20220707,2022-07-07,2022,3,7,July,27,7,5,Thursday
20231016,2023-10-16,2023,4,10,October,42,16,2,Monday
20200215,2020-02-15,2020,1,2,February,7,15,7,Saturday
20230116,2023-01-16,2023,1,1,January,3,16,2,Monday
20230617,2023-06-17,2023,2,6,June,24,17,7,Saturday
20210723,2021-07-23,2021,3,7,July,29,23,6,Friday
20200417,2020-04-17,2020,2,4,April,16,17,6,Friday
20210625,2021-06-25,2021,2,6,June,25,25,6,Friday
20200204,2020-02-04,2020,1,2,February,6,4,3,Tuesday
20231111,2023-11-11,2023,4,11,November,45,11,7,Saturday
20201114,2020-11-14,2020,4,11,November,46,14,7,Saturday
20231030,2023-10-30,2023,4,10,October,44,30,2,Monday
20230706,2023-07-06,2023,3,7,July,27,6,5,Thursday
20230131,2023-01-31,2023,1,1,January,5,31,3,Tuesday
20220613,2022-06-13,2022,2,6,June,24,13,2,Monday
20210604,2021-06-04,2021,2,6,June,22,4,6,Friday
20220923,2022-09-23,2022,3,9,September,38,23,6,Friday
20200426,2020-04-26,2020,2,4,April,17,26,1,Sunday
20220318,2022-03-18,2022,1,3,March,11,18,6,Friday
20200203,2020-02-03,2020,1,2,February,6,3,2,Monday
20220321,2022-03-21,2022,1,3,March,12,21,2,Monday
20231027,2023-10-27,2023,4,10,October,43,27,6,Friday
20221107,2022-11-07,2022,4,11,November,45,7,2,Monday
20230627,2023-06-27,2023,2,6,June,26,27,3,Tuesday
20220614,2022-06-14,2022,2,6,June,24,14,3,Tuesday
20221020,2022-10-20,2022,4,10,October,42,20,5,Thursday
20230613,2023-06-13,2023,2,6,June,24,13,3,Tuesday
20221017,2022-10-17,2022,4,10,October,42,17,2,Monday
20220730,2022-07-30,2022,3,7,July,30,30,7,Saturday
20230207,2023-02-07,2023,1,2,February,6,7,3,Tuesday
20230614,2023-06-14,2023,2,6,June,24,14,4,Wednesday
20220417,2022-04-17,2022,2,4,April,15,17,1,Sunday
20220122,2022-01-22,2022,1,1,January,3,22,7,Saturday
20220414,2022-04-14,2022,2,4,April,15,14,5,Thursday
20220327,2022-03-27,2022,1,3,March,12,27,1,Sunday
20230728,2023-07-28,2023,3,7,July,30,28,6,Friday
20220823,2022-08-23,2022,3,8,August,34,23,3,Tuesday
20230411,2023-04-11,2023,2,4,April,15,11,3,Tuesday
20230121,2023-01-21,2023,1,1,January,3,21,7,Saturday
20210811,2021-08-11,2021,3,8,August,32,11,4,Wednesday
20220525,2022-05-25,2022,2,5,May,21,25,4,Wednesday
20220311,2022-03-11,2022,1,3,March,10,11,6,Friday
20220402,2022-04-02,2022,2,4,April,13,2,7,Saturday
20210215,2021-02-15,2021,1,2,February,7,15,2,Monday
20210130,2021-01-30,2021,1,1,January,4,30,7,Saturday
20211112,2021-11-12,2021,4,11,November,45,12,6,Friday
20201105,2020-11-05,2020,4,11,November,45,5,5,Thursday
20220710,2022-07-10,2022,3,7,July,27,10,1,Sunday
20210531,2021-05-31,2021,2,5,May,22,31,2,Monday
20200227,2020-02-27,2020,1,2,February,9,27,5,Thursday
20201015,2020-10-15,2020,4,10,October,42,15,5,Thursday
20220205,2022-02-05,2022,1,2,February,5,5,7,Saturday
20200214,2020-02-14,2020,1,2,February,7,14,6,Friday
20210126,2021-01-26,2021,1,1,January,4,26,3,Tuesday
20200428,2020-04-28,2020,2,4,April,18,28,3,Tuesday
20220716,2022-07-16,2022,3,7,July,28,16,7,Saturday
20210901,2021-09-01,2021,3,9,September,35,1,4,Wednesday
20220605,2022-06-05,2022,2,6,June,22,5,1,Sunday
20220424,2022-04-24,2022,2,4,April,16,24,1,Sunday
20211014,2021-10-14,2021,4,10,October,41,14,5,Thursday
20210320,2021-03-20,2021,1,3,March,11,20,7,Saturday
20201001,2020-10-01,2020,4,10,October,40,1,5,Thursday
20210307,2021-03-07,2021,1,3,March,9,7,1,Sunday
20230309,2023-03-09,2023,1,3,March,10,9,5,Thursday
20231003,2023-10-03,2023,4,10,October,40,3,3,Tuesday
